# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control1-TDP43KD1.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control1-TDP43KD1.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control1": 4,
#         "TDP43KD1": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control1_mean_psi	TDP43KD1_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ZNF527	ENSG00000189164.15	ENSG00000189164.15:s:37380041-37380372	0.1518;-0.1518	7.008e-01;7.008e-01	2.354e-02;2.354e-02	0.1234;0.8766	0.2984;0.7016	s|1e1.1o1|1e2.1o1	2	3	0;0	chr19	+	37380372-37384868;37380372-37388306	37380041-37380372;37384868-37384981;37388306-37388783		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37388783-37380041
FHIT	ENSG00000189283.10	ENSG00000189283.10:s:60821919-60822011	0.0002;0.0974;-0.1040	1.386e-04;4.546e-01;4.898e-01	9.860e-01;8.123e-02;7.018e-02	0.0042;0.0042;0.9916	0.0073;0.1424;0.8485	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr3	-	60765563-60821919;60700123-60821919;60536979-60821919	na-60700123;60535810-60536979;60765524-60765563;60821919-60822011		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A60822011-60535810
ZKSCAN3	ENSG00000189298.14	ENSG00000189298.14:t:28361324-28361471	0.1047;0.0529;-0.1281;-0.0042;-0.0117	5.041e-01;2.871e-01;5.658e-01;4.894e-02;2.078e-02	6.251e-02;1.468e-01;3.986e-02;4.843e-01;6.158e-01	0.0909;0.1238;0.6456;0.0840;0.0544	0.2219;0.2057;0.4839;0.0763;0.0247	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1	5	4	0;1;0;1;1	chr6	+	28350067-28361324;28359901-28361324;28359988-28361324;28360001-28361324;28360681-28361324	na-28360681;28349947-28350067;28359525-28360001;28361324-28361471		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A28361471-28349947
ZNF724	ENSG00000196081.10	ENSG00000196081.10:s:23250240-23250394	0.0234;0.0660;-0.1212	1.012e-01;3.101e-01;6.039e-01	3.638e-01;1.396e-01;4.483e-02	0.0919;0.7063;0.2072	0.1306;0.8116;0.0603	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr19	-	23242710-23250240;23232293-23250240;23231361-23250240	23230860-23231361;23232167-23232293;23242589-23242710;23250240-23250394		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23250394-23230860
KIAA0895L	ENSG00000196123.13	ENSG00000196123.13:t:67178199-67178504	-0.0165;0.1922;-0.0041;-0.0002;-0.1395	1.782e-03;9.443e-01;3.628e-04;1.652e-07;7.586e-01	6.364e-01;1.827e-03;8.499e-01;9.879e-01;2.050e-02	0.0556;0.4444;0.0374;0.0196;0.4481	0.0222;0.6458;0.0181;0.0185;0.2919	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	5	4	0;0;0;0;0	chr16	-	67178504-67183262;67178504-67179430;67178504-67179402;67178504-67179261;67178505-67179117	67178199-67178504;67179118-67179328;67179402-67179562;67183262-67183586	67178505-67179117	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A67183586-67178199
MYT1	ENSG00000196132.14	ENSG00000196132.14:s:64190063-64190160	-0.0276;-0.1128;0.1589	7.517e-02;5.562e-01;7.693e-01	4.074e-01;5.429e-02;1.698e-02	0.0807;0.2588;0.6680	0.0353;0.1212;0.8468	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr20	+	64190160-64191487;64190160-64195913;64190160-64198862	64190063-64190160;64191487-64191884;64195913-64196054;64198862-64198916		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A64198916-64190063
MYT1	ENSG00000196132.14	ENSG00000196132.14:s:64217067-64217281	0.1611;-0.1611	7.509e-01;7.509e-01	1.846e-02;1.846e-02	0.3998;0.6002	0.5913;0.4087	s|1e1.1o2|1e1.2o2	2	2	0;0	chr20	+	64217281-64218830;64217281-64218911	64217067-64217281;64218830-64219035		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A64219035-64217067
MYT1	ENSG00000196132.14	ENSG00000196132.14:s:64223111-64223173	-0.1149;0.1149	5.816e-01;5.816e-01	5.053e-02;5.053e-02	0.3578;0.6422	0.2139;0.7861	s|1e1.1o1|1e2.1o1	2	3	0;0	chr20	+	64223173-64223291;64223173-64227415	64223111-64223173;64223291-64223359;64227415-64227477		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A64227477-64223111
MYT1	ENSG00000196132.14	ENSG00000196132.14:t:64227415-64227477	0.2336;-0.2431;0.0002	9.635e-01;9.728e-01;9.014e-06	1.058e-03;7.177e-04;9.618e-01	0.5533;0.4289;0.0173	0.8014;0.1751;0.0264	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr20	+	64223173-64227415;64223359-64227415;64223360-64227414	64223111-64223173;64223291-64223359;64227415-64227477	64223360-64227414	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A64227477-64223111
ZNF79	ENSG00000196152.10	ENSG00000196152.10:s:127424374-127424910	0.0997;-0.1142;0.1619;-0.1280	5.057e-01;5.618e-01;7.703e-01;5.940e-01	7.021e-02;5.111e-02;1.664e-02;4.007e-02	0.0911;0.2890;0.1271;0.4970	0.2143;0.1404;0.3117;0.3202	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	0;0;1;0	chr9	+	127424803-127428552;127424803-127428832;127424910-127428552;127424910-127428832	127424374-127424910;127428552-127428682;127428832-127428920		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A127428920-127424374
ZNF79	ENSG00000196152.10	ENSG00000196152.10:t:127428832-127428920	-0.1233;-0.1427;0.1476;0.1427	6.063e-01;6.458e-01;7.028e-01;7.163e-01	4.148e-02;2.990e-02;2.457e-02;2.499e-02	0.3027;0.5194;0.1030;0.0758	0.1503;0.3408;0.2654;0.2490	t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2	4	3	0;0;0;1	chr9	+	127424803-127428832;127424910-127428832;127428660-127428832;127428682-127428832	127424374-127424910;127428552-127428682;127428832-127428920		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A127428920-127424374
S100A4	ENSG00000196154.12	ENSG00000196154.12:t:153544654-153544809	-0.0000;-0.1226;-0.0016;0.1337;-0.0000	2.149e-05;5.196e-01;3.084e-02;5.914e-01;2.149e-05	9.958e-01;4.411e-02;5.623e-01;3.576e-02;9.958e-01	0.0033;0.8088;0.0496;0.1277;0.0033	0.0031;0.6366;0.0485;0.2900;0.0031	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1	5	5	0;0;1;0;0	chr1	-	153544809-153550065;153544809-153545753;153544809-153545480;153544809-153545470;153544809-153544958	153544654-153544809;153544958-153545097;153545470-153545518;153545753-153545806;153550065-153550136		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A153550136-153544654
ZNF681	ENSG00000196172.9	ENSG00000196172.9:s:23758747-23758891	0.4381;-0.0424;-0.0000;-0.3672	1.000e+00;9.716e-02;1.527e-10;1.000e+00	1.508e-12;3.484e-01;9.995e-01;8.843e-09	0.4006;0.0891;0.0136;0.5070	0.8293;0.0313;0.0011;0.1354	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2	4	4	0;0;0;1	chr19	-	23755551-23758747;23754918-23758747;23754897-23758747;23745323-23758747	23739195-23745323;23754823-23754918;23755425-23755551;23758747-23758891		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23758891-23739195
ZNF681	ENSG00000196172.9	ENSG00000196172.9:t:23739195-23745323	-0.4515;0.4515	1.000e+00;1.000e+00	1.527e-09;1.540e-09	0.6265;0.3735	0.1806;0.8194	t|1e1.1o1|1e2.1o1	2	3	1;0	chr19	-	23745323-23758747;23745323-23754823	23739195-23745323;23754823-23754918;23758747-23758891		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23758891-23739195
ZNF681	ENSG00000196172.9	ENSG00000196172.9:t:23754823-23754918	-0.1783;0.2192;-0.0079	8.205e-01;9.265e-01;5.670e-03	1.093e-02;2.654e-03;7.508e-01	0.2695;0.6928;0.0389	0.0695;0.9273;0.0030	t|1e1.1o1|1e2.1o1|2e1.1o1	3	3	0;0;0	chr19	-	23754918-23758747;23754918-23755425;23754897-23758747	23754823-23754918;23755425-23755551;23758747-23758891		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23758891-23754823
MPHOSPH8	ENSG00000196199.14	ENSG00000196199.14:s:19670236-19670363	0.1124;0.0064;-0.0947;-0.0289	6.160e-01;2.532e-04;4.782e-01;6.134e-02	3.803e-02;7.943e-01;8.109e-02;4.259e-01	0.0418;0.0063;0.8590;0.0952	0.1557;0.0439;0.7564;0.0485	s|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	0;1;0;1	chr13	+	19670363-19670840;19670363-19670844;19670363-19671206;19670364-19670839	19670236-19670363;19670840-19670964;19671206-19671289	19670364-19670839	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A19671289-19670236
RNF216P1	ENSG00000196204.12	ENSG00000196204.12:t:4984716-4985130	-0.0000;-0.0941;0.1086	6.846e-21;4.735e-01;5.753e-01	9.999e-01;8.011e-02;5.205e-02	0.0118;0.6273;0.3631	0.0007;0.5160;0.4833	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	1;0;0	chr7	+	4976436-4984910;4983773-4984910;4983773-4984962	4976301-4976436;4983671-4983773;4984716-4985130		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A4985130-4976301
GREB1	ENSG00000196208.14	ENSG00000196208.14:s:11580704-11581265	-0.0000;-0.2565;0.2228;0.0004;0.0171	6.690e-21;1.000e+00;9.999e-01;6.838e-21;6.277e-05	1.000e+00;3.423e-10;3.640e-10;9.833e-01;6.194e-01	0.0119;0.9141;0.0289;0.0124;0.0356	0.0071;0.6609;0.2438;0.0321;0.0556	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	1;0;1;1;1	chr2	+	11580832-11581703;11580832-11585161;11580832-11588746;11580832-11592776;11581266-11581702	11580704-11581265;11581703-11581808;11585161-11585274;11588256-11588931;11592776-11593126	11581266-11581702	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A11593126-11580704
GREB1	ENSG00000196208.14	ENSG00000196208.14:s:11588256-11588931	0.1815;-0.1842;0.0022	9.103e-01;9.125e-01;6.254e-03	4.442e-03;4.281e-03;6.971e-01	0.1548;0.7570;0.0872	0.3467;0.5564;0.0927	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr2	+	11588931-11591396;11588931-11592776;11588932-11591395	11588256-11588931;11591396-11592146;11592776-11593126	11588932-11591395	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A11593126-11588256
GREB1	ENSG00000196208.14	ENSG00000196208.14:t:11588256-11588931	0.3106;-0.3106	1.000e+00;1.000e+00	1.016e-15;1.110e-16	0.0380;0.9620	0.3464;0.6536	t|1e1.1o1|1e2.1o1	2	3	1;0	chr2	+	11580832-11588746;11585905-11588746	11580704-11581265;11585762-11585905;11588256-11588931		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A11588931-11580704
LCOR	ENSG00000196233.14	ENSG00000196233.14:s:96832254-96832399	-0.0002;-0.0262;-0.0821;0.1231	3.338e-02;1.005e-01;3.933e-01;5.726e-01	5.419e-01;3.618e-01;9.189e-02;4.395e-02	0.0742;0.1131;0.5433;0.2605	0.0790;0.0634;0.4249;0.4101	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	0;0;0;0	chr10	+	96832395-96833406;96832395-96907265;96832399-96833406;96832399-96907265	96832254-96832399;96833406-96833479;96907265-96907330		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A96907330-96832254
LCOR	ENSG00000196233.14	ENSG00000196233.14:t:96907265-96907330	-0.0079;0.2367;-0.0148;0.0000;0.0000;-0.1085;-0.0195;-0.0064;-0.0001	4.446e-02;9.292e-01;2.077e-02;1.187e-07;1.187e-07;5.192e-01;8.322e-02;3.227e-03;6.766e-07	5.007e-01;2.540e-03;5.763e-01;9.998e-01;9.998e-01;5.892e-02;3.965e-01;7.533e-01;9.974e-01	0.0873;0.2024;0.0572;0.0008;0.0008;0.4421;0.1473;0.0386;0.0083	0.0697;0.4538;0.0233;0.0012;0.0012;0.2908;0.1192;0.0126;0.0012	t|1e1.1o2|1e1.2o2|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	9	7	0;0;0;0;0;0;0;0;0	chr10	+	96832395-96907265;96832399-96907265;96833114-96907265;96833118-96907265;96833122-96907265;96833479-96907265;96833841-96907265;96858416-96907265;96886155-96907265	96832254-96832399;96832906-96833122;96833406-96833479;96833777-96833841;96858292-96858416;96886063-96886155;96907265-96907330		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A96907330-96832254
XPNPEP3	ENSG00000196236.13	ENSG00000196236.13:s:40857077-40857245	0.0214;0.0608;0.1635;-0.2773	7.242e-02;3.016e-01;8.541e-01;9.585e-01	4.169e-01;1.540e-01;8.855e-03;1.214e-03	0.0991;0.1532;0.0523;0.6862	0.1394;0.2321;0.2273;0.3991	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	1;0;1;0	chr22	+	40857245-40860674;40857245-40860678;40857245-40861618;40857245-40868999	40857077-40857245;40860674-40860793;40861618-40862770;40868999-40869115		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A40869115-40857077
XPNPEP3	ENSG00000196236.13	ENSG00000196236.13:s:40868999-40869115	-0.1290;0.1290	6.502e-01;6.502e-01	3.597e-02;3.597e-02	0.1936;0.8064	0.0500;0.9500	s|1e1.1o1|1e2.1o1	2	3	0;0	chr22	+	40869115-40870048;40869115-40881770	40868999-40869115;40870048-40870343;40881770-40882177		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A40882177-40868999
XPNPEP3	ENSG00000196236.13	ENSG00000196236.13:t:40861618-40862770	0.2364;-0.2364	9.275e-01;9.275e-01	2.724e-03;2.724e-03	0.0940;0.9060	0.3480;0.6520	t|1e1.1o1|1e2.1o1	2	3	1;0	chr22	+	40857245-40861618;40860793-40861618	40857077-40857245;40860674-40860793;40861618-40862770		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A40862770-40857077
XPNPEP3	ENSG00000196236.13	ENSG00000196236.13:t:40881770-40882177	0.1544;-0.1544	7.520e-01;7.520e-01	1.959e-02;1.959e-02	0.7442;0.2558	0.9152;0.0848	t|1e1.1o1|1e2.1o1	2	3	0;0	chr22	+	40869115-40881770;40870139-40881770	40868999-40869115;40870048-40870343;40881770-40882177		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A40882177-40868999
ZNF493	ENSG00000196268.12	ENSG00000196268.12:t:21422913-21427577	-0.0862;0.1185;-0.0237	3.957e-01;5.233e-01;1.484e-01	1.091e-01;4.742e-02;2.807e-01	0.1265;0.6718;0.2005	0.0061;0.8296;0.1629	t|1e1.1o2|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	+	21397267-21422913;21405856-21422913;21413508-21422913	21397119-21398934;21405278-21405856;21411940-21414643;21422913-21427577		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A21427577-21397119
GRM7	ENSG00000196277.16	ENSG00000196277.16:s:7146452-7146668	0.1273;0.0198;-0.1674	6.405e-01;5.374e-02;8.094e-01	3.771e-02;4.655e-01;1.283e-02	0.2510;0.1025;0.6461	0.3944;0.1538;0.4632	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr3	+	7146668-7208216;7146668-7215835;7146668-7298684	7146452-7146668;7208216-7208328;7215835-na;7298577-7298825		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A7298825-7146452
ZNF565	ENSG00000196357.12	ENSG00000196357.12:t:36194625-36195156	-0.1003;0.1003	4.879e-01;4.879e-01	7.851e-02;7.851e-02	0.1438;0.8562	0.0114;0.9886	t|1e1.1o3|1e2.1o1	2	3	0;0	chr19	-	36195156-36214622;36195156-36201977	36194625-36195156;36201977-36202050;36214269-36214873		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36214873-36194625
ELAVL3	ENSG00000196361.10	ENSG00000196361.10:s:11466172-11466275	0.1080;-0.1080	5.973e-01;5.973e-01	1.775e-03;1.775e-03	0.0002;0.9998	0.1340;0.8660	s|1e1.1o1|1e2.1o1	2	3	1;0	chr19	-	11463662-11466172;11458611-11466172	11458458-11458611;11463496-11463662;11466172-11466275		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A11466275-11458458
WDR5	ENSG00000196363.10	ENSG00000196363.10:t:134139820-134139958	0.0967;-0.1105;0.0001	4.904e-01;5.719e-01;3.038e-07	7.847e-02;5.573e-02;9.954e-01	0.0925;0.9050;0.0024	0.1994;0.7872;0.0143	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr9	+	134135842-134139820;134136200-134139820;134136201-134139819	134135679-134135842;134136082-134136200;134139820-134139958	134136201-134139819	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A134139958-134135679
ZNF774	ENSG00000196391.11	ENSG00000196391.11:t:90358851-90358957	-0.0941;0.2075;-0.0767	4.768e-01;8.684e-01;3.328e-01	7.680e-02;6.511e-03;1.429e-01	0.1589;0.7147;0.1177	0.0346;0.9567;0.0087	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr15	+	90352411-90358851;90354764-90358851;90355416-90358851	90352284-90352411;90354613-90354764;90355351-90355416;90358851-90358957		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A90358957-90352284
PPP1R26	ENSG00000196422.11	ENSG00000196422.11:t:135482682-135482825	-0.0000;0.1810;-0.1849;0.0002;0.0123;-0.0008;-0.0136	1.035e-09;8.197e-01;7.868e-01;2.824e-03;1.326e-02;2.124e-03;2.563e-02	1.000e+00;1.107e-02;1.284e-02;7.473e-01;6.275e-01;8.070e-01;5.500e-01	0.0010;0.1702;0.6883;0.0365;0.0172;0.0288;0.0537	0.0010;0.3637;0.4546;0.0391;0.0476;0.0283;0.0343	t|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3|1e4.1o1|i	7	5	0;0;0;1;1;1;1	chr9	+	135479111-135482683;135479724-135482683;135480022-135482683;135480265-135482683;135480553-135482683;135482351-135482683;135480554-135482681	na-135482351;135479079-135479111;135479663-135479724;135479782-135480553;135482682-135482825	135480554-135482681	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A135482825-135479079
ZNF569	ENSG00000196437.12	ENSG00000196437.12:s:37444907-37444964	0.0489;0.0000;-0.1210;0.0513	1.141e-01;6.845e-21;5.953e-01;2.481e-01	3.209e-01;1.000e+00;4.586e-02;1.925e-01	0.0095;0.0011;0.8518;0.1343	0.0827;0.0012;0.7147;0.2065	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;0;0	chr19	-	37443842-37444907;37431647-37444907;37426378-37444907;37414419-37444907	37411155-37414419;37426252-37426378;37431559-37431647;37443683-37443842;37444907-37444964		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37444964-37411155
ZNF569	ENSG00000196437.12	ENSG00000196437.12:s:37467084-37467229	-0.0000;0.0040;-0.4107;0.4059	5.930e-07;2.539e-03;9.991e-01;9.993e-01	9.979e-01;7.603e-01;7.393e-06;4.382e-06	0.0080;0.0248;0.8628;0.1057	0.0020;0.0384;0.4446;0.5100	s|1e3.1o1|2e1.1o1|2e2.1o1|i	4	4	0;0;0;1	chr19	-	37444964-37467087;37466804-37467084;37465473-37467084;37466805-37467083	37444907-37444964;37465313-37465473;37466739-37466804;37467084-37467229	37466805-37467083	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37467229-37444907
ZNF569	ENSG00000196437.12	ENSG00000196437.12:t:37465313-37465473	0.0000;-0.0999;-0.1179;0.2583	3.820e-07;5.132e-01;5.564e-01;9.789e-01	9.996e-01;7.026e-02;4.813e-02;4.428e-04	0.0016;0.1784;0.7599;0.0679	0.0027;0.0532;0.6049;0.3324	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	4	5	0;0;0;0	chr19	-	37465473-37468981;37465473-37467259;37465473-37467084;37465473-37466739	37465313-37465473;37466739-37466804;37467084-37467229;37467259-37467461;37468981-37469275		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37469275-37465313
TRAPPC2	ENSG00000196459.15	ENSG00000196459.15:s:13734044-13734185	0.0218;0.0492;-0.1037	1.951e-02;1.823e-01;5.325e-01	5.534e-01;2.448e-01;6.696e-02	0.0080;0.0418;0.9477	0.0605;0.1109;0.8301	s|1e2.1o1|2e1.1o1|2e2.1o1	3	3	0;0;0	chrX	-	13719982-13734050;13720497-13734044;13719982-13734044	13719871-13719982;13720428-13722240;13734044-13734185		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A13734185-13719871
TRAPPC2	ENSG00000196459.15	ENSG00000196459.15:t:13719871-13719982	0.1348;0.0000;-0.1709;0.0000;0.0121	7.254e-01;6.856e-21;8.881e-01;6.845e-21;1.690e-03	2.333e-02;9.986e-01;5.561e-03;1.000e+00;6.545e-01	0.4910;0.0036;0.4675;0.0006;0.0422	0.6343;0.0195;0.2860;0.0004;0.0590	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	5	5	0;0;0;0;0	chrX	-	13719982-13734525;13719982-13734050;13719982-13734044;13719982-13722307;13719982-13720428	13719871-13719982;13720428-13722240;13722307-13722414;13734044-13734185;13734525-13734635		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A13734635-13719871
C20orf96	ENSG00000196476.12	ENSG00000196476.12:t:283963-284081	0.2472;-0.2472	9.679e-01;9.679e-01	1.149e-03;1.149e-03	0.3643;0.6357	0.6352;0.3648	t|1e1.1o1|1e2.1o1	2	3	0;0	chr20	-	284081-290259;284081-289559	283963-284081;289559-289676;290259-290429		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A290429-283963
NCOR2	ENSG00000196498.13	ENSG00000196498.13:s:124378237-124378384	0.1704;-0.1704	8.977e-01;8.977e-01	4.652e-03;4.652e-03	0.5047;0.4953	0.6769;0.3231	s|1e1.1o1|1e2.1o1	2	3	0;0	chr12	-	124374463-124378237;124372610-124378237	124372022-124372610;124374413-124374463;124378237-124378384		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A124378384-124372022
NCOR2	ENSG00000196498.13	ENSG00000196498.13:t:124362126-124362297	0.0190;0.0955;-0.0000;-0.1451	1.037e-03;4.762e-01;7.043e-09;7.590e-01	6.239e-01;8.026e-02;9.995e-01;2.000e-02	0.0109;0.5546;0.0055;0.4241	0.0542;0.6859;0.0053;0.2629	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	1;0;1;1	chr12	-	124362297-124372022;124362297-124363679;124362294-124372022;124362294-124363679	124362126-124362297;124363679-124363799;124372022-124372610		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A124372610-124362126
NCOR2	ENSG00000196498.13	ENSG00000196498.13:t:124372022-124372610	-0.1408;0.1408	8.041e-01;8.041e-01	1.221e-02;1.221e-02	0.3657;0.6343	0.2192;0.7808	t|1e1.1o1|1e2.1o1	2	3	0;0	chr12	-	124372610-124378237;124372610-124374413	124372022-124372610;124374413-124374463;124378237-124378384		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A124378384-124372022
AFAP1	ENSG00000196526.11	ENSG00000196526.11:t:7778762-7779187	0.1100;0.0030;0.0000;-0.1130;-0.0000	5.967e-01;8.501e-04;6.690e-21;6.236e-01;6.691e-21	4.386e-02;8.393e-01;1.000e+00;4.045e-02;9.999e-01	0.1917;0.1165;0.0146;0.6561;0.0186	0.3075;0.1283;0.0133;0.5356;0.0156	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|i	5	3	0;1;1;0;1	chr4	-	7778876-7786194;7778876-7781574;7778876-7781551;7778876-7781376;7779188-7781375	7778762-7779187;7781376-7781627;7786194-7786311	7779188-7781375	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A7786311-7778762
MYO18A	ENSG00000196535.17	ENSG00000196535.17:s:29165942-29167021	0.2217;-0.0360;-0.1888	9.971e-01;6.532e-02;9.255e-01	4.178e-07;4.040e-01;2.579e-03	0.0018;0.0790;0.9193	0.2504;0.0272;0.7270	s|1e1.1o2|1e2.1o1|1e3.1o1	3	4	1;1;0	chr17	-	29131442-29165942;29124688-29165942;29122253-29165942	29122166-29122253;29124653-29124688;29131383-29131442;29165942-29167021		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A29167021-29122166
MYO18A	ENSG00000196535.17	ENSG00000196535.17:t:29122166-29122253	-0.3591;-0.0000;-0.0000;-0.0000;-0.0001;0.2450;0.0000;0.0757	1.000e+00;6.845e-21;6.845e-21;1.826e-09;1.401e-07;9.994e-01;1.522e-10;3.398e-01	3.557e-08;1.000e+00;1.000e+00;9.997e-01;9.979e-01;1.602e-08;9.999e-01;1.328e-01	0.8806;0.0006;0.0006;0.0059;0.0107;0.0006;0.0006;0.0980	0.5297;0.0005;0.0005;0.0045;0.0005;0.2707;0.0044;0.1836	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1	8	9	0;0;1;0;0;1;0;0	chr17	-	29122253-29165942;29122253-29165388;29122253-29159339;29122253-29140340;29122253-29137016;29122253-29131383;29122253-29127852;29122253-29124653	29122166-29122253;29124653-29124688;29127852-29128544;29131383-29131442;29137016-29137084;29140340-29140422;29159339-na;29165388-29165511;29165942-29167021		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A29167021-29122166
