gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,Control10_mean_psi,TDP43KD10_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
FGF11,ENSG00000161958.11,ENSG00000161958.11:t:7441451-7441581,0.0000;0.0000;-0.1043;0.1547;-0.0318,6.708e-21;6.708e-21;5.188e-01;7.431e-01;7.863e-02,1.000e+00;1.000e+00;6.507e-02;1.964e-02;3.922e-01,0.0011;0.0011;0.2903;0.6089;0.0880,0.0012;0.0012;0.1596;0.7899;0.0458,t|1e3.1o2|2e1.1o1|2e2.1o1|2e3.1o2|2e3.2o2,5,4,0;0;0;0;1,chr17,+,7440816-7441451;7438530-7441471;7439813-7441471;7440816-7441471;7440935-7441471,7438273-7438530;7439512-7439813;7439880-7440935;7441451-7441581,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A7441581-7438273
WDR90,ENSG00000161996.19,ENSG00000161996.19:s:651644-651747,-0.0141;-0.1197;0.1517,1.114e-01;5.775e-01;7.080e-01,3.425e-01;4.505e-02;2.334e-02,0.3563;0.4527;0.1899,0.3354;0.2953;0.3709,s|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;1,chr16,+,651747-651824;651747-651827;651747-652467,651644-651747;651824-652039;652122-652535,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A652535-651644
WDR17,ENSG00000150627.16,ENSG00000150627.16:s:176141983-176142069,0.2024;-0.2024,8.323e-01;8.323e-01,8.413e-03;8.413e-03,0.6006;0.3994,0.8298;0.1702,s|1e1.1o1|1e2.1o1,2,3,0;1,chr4,+,176142069-176145995;176142069-176148133,176141983-176142069;176145995-176146159;176148133-176148335,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A176148335-176141983
WDR17,ENSG00000150627.16,ENSG00000150627.16:t:176111575-176111703,0.1229;-0.1229,4.999e-01;4.999e-01,4.204e-02;4.204e-02,0.5060;0.4940,0.6893;0.3107,t|1e1.1o1|1e2.1o1,2,3,0;0,chr4,+,176066079-176111575;176096585-176111575,176065841-176066079;176096463-176096585;176111575-176111703,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A176111703-176065841
WDR17,ENSG00000150627.16,ENSG00000150627.16:t:176119867-176120097,0.1002;-0.1002,4.983e-01;4.983e-01,7.611e-02;7.611e-02,0.0212;0.9788,0.1491;0.8509,t|1e1.1o1|1e2.1o1,2,3,0;0,chr4,+,176111703-176119867;176115979-176119867,176111575-176111703;176115796-176115979;176119867-176120097,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A176120097-176111575
WDR17,ENSG00000150627.16,ENSG00000150627.16:t:176148133-176148335,-0.2895;0.2895,9.620e-01;9.620e-01,1.036e-03;1.036e-03,0.4769;0.5231,0.1603;0.8397,t|1e1.1o1|1e2.1o1,2,3,1;0,chr4,+,176142069-176148133;176146159-176148133,176141983-176142069;176145995-176146159;176148133-176148335,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A176148335-176141983
ATPSCKMT,ENSG00000150756.14,ENSG00000150756.14:s:10236148-10236615,-0.0072;0.1128;-0.0865,7.510e-04;5.915e-01;4.061e-01,7.739e-01;4.866e-02;1.082e-01,0.0451;0.8276;0.1313,0.0184;0.9410;0.0374,s|1e1.1o1|2e1.1o1|2e2.2o2,3,3,0;0;0,chr5,-,10235261-10236522;10235261-10236478;10227647-10236478,10225507-10227663;10235211-10235261;10236148-10236615,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A10236615-10225507
ATPSCKMT,ENSG00000150756.14,ENSG00000150756.14:t:10225507-10227663,-0.0039;-0.0669;0.1074,1.152e-04;2.646e-01;5.773e-01,8.614e-01;1.748e-01;4.885e-02,0.0326;0.1178;0.8536,0.0013;0.0355;0.9633,t|1e2.1o1|2e1.2o2|2e2.1o1,3,3,1;0;0,chr5,-,10227663-10235211;10227647-10236478;10227647-10235211,10225507-10227663;10235211-10235261;10236148-10236615,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A10236615-10225507
RILPL2,ENSG00000150977.11,ENSG00000150977.11:t:123423044-123423157,-0.1172;0.1172,5.624e-01;5.624e-01,4.886e-02;4.886e-02,0.2641;0.7359,0.1275;0.8725,t|1e1.1o1|1e2.1o1,2,3,1;0,chr12,-,123423157-123436082;123423157-123430508,123423044-123423157;123430508-123430659;123436082-123436684,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A123436684-123423044
UBC,ENSG00000150991.15,ENSG00000150991.15:t:124912584-124912636,0.0000;0.1197;0.0000;-0.0553;-0.0683,6.575e-21;7.006e-01;6.575e-21;1.523e-01;2.590e-01,1.000e+00;2.324e-10;1.000e+00;2.759e-01;1.795e-01,0.0167;0.0179;0.0013;0.3188;0.6454,0.0165;0.1460;0.0063;0.2536;0.5768,t|1e1.5o10|1e1.10o10|1e2.5o7|1e3.1o1|i,5,4,1;1;1;1;0,chr12,-,124912636-124913549;124912636-124913321;124912636-124913093;124912636-124912865;124912637-124912636,124912584-124912636;124912637-124912734;124912865-124912883;124912963-124913267;124913290-124913774,124912637-124912636,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A124913774-124912584
UBC,ENSG00000150991.15,ENSG00000150991.15:t:124912963-124913267,-0.0906;0.0256;0.0077;0.0000;0.0000;0.0509;-0.1034;0.0000;0.1222,4.173e-01;4.137e-02;1.077e-14;6.575e-21;6.575e-21;6.113e-02;5.572e-01;6.575e-21;6.951e-01,8.465e-02;4.775e-01;6.555e-01;1.000e+00;1.000e+00;3.937e-01;2.985e-04;1.000e+00;1.213e-02,0.2616;0.1527;0.1010;0.0085;0.0033;0.0869;0.1286;0.0007;0.2584,0.1773;0.1901;0.1051;0.0048;0.0027;0.1375;0.0000;0.0014;0.3848,t|1e1.2o10|1e1.6o10|2e1.8o10|3e1.4o10|3e1.9o10|4e1.10o10|5e1.6o10|5e2.1o1|i,9,3,1;0;1;1;1;1;1;1;0,chr12,-,124913267-124913724;124913267-124913496;124913190-124913419;124913111-124913568;124913111-124913340;124913092-124913321;124913039-124913496;124913039-124913268;124913268-124913267,124912963-124913267;124913268-124913270;124913290-124913774,124913268-124913267,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A124913774-124912963
NOCT,ENSG00000151014.6,ENSG00000151014.6:t:139045562-139045939,0.0000;-0.2200;0.2195,6.575e-21;9.916e-01;9.913e-01,1.000e+00;5.467e-05;5.880e-05,0.0008;0.3358;0.6634,0.0013;0.1125;0.8862,t|1e2.2o2|2e1.1o1|i,3,3,0;1;0,chr4,+,139043891-139045562;139031381-139045749;139045106-139045561,na-139031381;139043072-139043891;139045562-139045939,139045106-139045561,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A139045939-139031371
OXSM,ENSG00000151093.8,ENSG00000151093.8:t:25794092-25794534,-0.1170;0.1170,6.294e-01;6.294e-01,4.051e-02;4.051e-02,0.1587;0.8413,0.0178;0.9822,t|1e1.1o2|1e2.1o1,2,3,1;0,chr3,+,25791315-25794092;25791997-25794092,25790990-25791714;25791946-25791997;25794092-25794534,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A25794534-25790990
DIP2C,ENSG00000151240.17,ENSG00000151240.17:s:348641-348762,-0.1081;0.1081,5.467e-01;5.467e-01,5.882e-02;5.882e-02,0.9972;0.0028,0.8634;0.1366,s|1e1.1o1|1e2.1o1,2,3,0;1,chr10,-,345110-348641;341329-348641,341199-341329;344999-345110;348641-348762,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A348762-341199
NEK7,ENSG00000151414.15,ENSG00000151414.15:s:198157121-198157406,-0.1025;0.0066;0.0800;-0.0000,5.166e-01;3.824e-03;3.748e-01;4.503e-10,6.245e-02;7.187e-01;1.188e-01;1.000e+00,0.1346;0.0275;0.8326;0.0017,0.0213;0.0460;0.9335;0.0014,s|1e1.1o1|1e2.1o1|1e3.1o1|2e3.1o1,4,4,1;0;0;1,chr1,+,198157276-198209683;198157276-198220999;198157276-198232553;198157406-198232553,198157121-198157406;198209683-198209779;198220799-198221110;198232553-198232637,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A198232637-198157121
UPF2,ENSG00000151461.20,ENSG00000151461.20:t:11920022-11921307,-0.1364;0.1364,7.943e-01;7.943e-01,8.341e-03;8.341e-03,0.9975;0.0025,0.8326;0.1674,t|1e1.1o1|1e2.1o1,2,3,0;1,chr10,-,11921307-11929865;11921307-11926922,11920022-11921307;11926922-11927017;11929865-11929985,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A11929985-11920022
SCLT1,ENSG00000151466.12,ENSG00000151466.12:s:128946007-128946152,0.1116;-0.1116,5.706e-01;5.706e-01,5.422e-02;5.422e-02,0.8392;0.1608,0.9811;0.0189,s|1e1.1o1|1e2.1o1,2,3,0;0,chr4,-,128943188-128946007;128936851-128946007,128936655-128936851;128942996-128943188;128946007-128946152,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A128946152-128936655
TEX9,ENSG00000151575.14,ENSG00000151575.14:s:56365579-56365893,0.1207;-0.0315;-0.0683,5.918e-01;6.700e-02;3.283e-01,4.482e-02;4.128e-01;1.351e-01,0.6891;0.0788;0.2304,0.8475;0.0208;0.1286,s|1e1.1o1|1e2.1o1|2e1.1o1,3,3,0;1;0,chr15,+,56365670-56373441;56365670-56412302;56365893-56373441,56365579-56365893;56373438-56373504;56412302-56412436,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A56412436-56365579
INPP1,ENSG00000151689.13,ENSG00000151689.13:t:190360018-190360306,0.1221;-0.0205;-0.0159;-0.0023;-0.0111;-0.0000;0.0006;-0.0255,5.371e-01;5.442e-02;2.521e-02;1.090e-03;1.134e-01;1.163e-06;1.288e-04;1.446e-01,4.382e-02;4.763e-01;5.805e-01;9.053e-01;3.377e-01;9.992e-01;9.713e-01;2.883e-01,0.5714;0.0540;0.0600;0.0249;0.1471;0.0017;0.0017;0.1258,0.7405;0.0069;0.0015;0.0015;0.1329;0.0015;0.0132;0.0928,t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1,8,6,0;0;0;0;0;0;0;0,chr2,+,190343961-190360039;190344074-190360039;190344078-190360039;190344218-190360039;190349031-190360039;190356617-190360039;190356808-190360039;190359698-190360039,190343570-190344078;190344079-190344218;190348888-190349031;190356517-190356808;190359646-190359698;190360018-190360306,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A190360306-190343570
RNF144A,ENSG00000151692.15,ENSG00000151692.15:s:7030126-7030215,0.0575;-0.1506;0.0705;0.0000,1.688e-01;8.480e-01;2.376e-01;6.711e-21,2.561e-01;3.745e-03;1.975e-01;9.997e-01,0.0348;0.9414;0.0225;0.0005,0.0999;0.7912;0.1040;0.0125,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,1;0;1;0,chr2,+,7030215-7031277;7030215-7039629;7030215-7045356;7030215-7068216,7030126-7030215;7031277-na;7039629-7044179;7045356-na;7068216-7068286,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A7068286-7030126
CCDC122,ENSG00000151773.13,ENSG00000151773.13:s:43879418-43879740,0.1311;-0.1311,5.721e-01;5.721e-01,3.768e-02;3.768e-02,0.5911;0.4089,0.7556;0.2444,s|1e1.1o1|2e1.1o1,2,2,0;1,chr13,-,43874927-43879631;43874927-43879418,43874753-43874927;43879418-43879740,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A43879740-43874753
GUF1,ENSG00000151806.14,ENSG00000151806.14:s:44678420-44678787,-0.0106;0.1077;-0.0729,9.165e-03;5.461e-01;3.494e-01,6.876e-01;5.822e-02;1.271e-01,0.0399;0.4359;0.5167,0.0129;0.5637;0.4260,s|1e2.1o1|2e1.1o1|2e2.1o1,3,3,0;0;0,chr4,+,44678585-44680694;44678787-44680441;44678787-44680694,44678420-44678787;44680441-44680552;44680694-44680842,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A44680842-44678420
GUF1,ENSG00000151806.14,ENSG00000151806.14:t:44689286-44689409,-0.1113;0.1113,5.952e-01;5.952e-01,4.898e-02;4.898e-02,0.3342;0.6658,0.2091;0.7909,t|1e1.1o1|1e2.1o1,2,3,1;0,chr4,+,44686713-44689286;44688146-44689286,44686510-44686713;44688007-44688146;44689286-44689409,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A44689409-44686510
BEND6,ENSG00000151917.18,ENSG00000151917.18:s:56992378-56992555,0.1760;0.0180;-0.2066,7.997e-01;2.756e-02;8.628e-01,1.285e-02;5.211e-01;6.524e-03,0.1968;0.0363;0.7509,0.4019;0.0718;0.5282,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr6,+,56992555-57008181;56992555-57014462;56992555-57015133,56992378-56992555;57008181-57010944;57014462-57014525;57015133-57015353,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A57015353-56992378
EPG5,ENSG00000152223.15,ENSG00000152223.15:s:45903940-45904117,-0.3198;0.3198,9.856e-01;9.856e-01,2.682e-04;2.682e-04,0.9645;0.0355,0.6291;0.3709,s|1e1.1o1|2e1.1o1,2,2,0;1,chr18,-,45901167-45903973;45901167-45903940,45900996-45901167;45903940-45904117,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A45904117-45900996
EPG5,ENSG00000152223.15,ENSG00000152223.15:s:45922341-45922600,-0.1817;0.1817,8.683e-01;8.683e-01,6.411e-03;6.411e-03,0.9754;0.0246,0.7614;0.2386,s|1e1.1o1|1e2.1o1,2,3,0;1,chr18,-,45917819-45922341;45916582-45922341,45916438-45916805;45917679-45917819;45922341-45922600,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A45922600-45916438
EPG5,ENSG00000152223.15,ENSG00000152223.15:t:45916438-45916805,0.1554;-0.1554,7.925e-01;7.925e-01,1.428e-02;1.428e-02,0.0232;0.9768,0.1998;0.8002,t|1e1.1o1|1e2.1o1,2,3,1;0,chr18,-,45916582-45922341;45916582-45917679,45916438-45916805;45917679-45917819;45922341-45922600,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A45922600-45916438
ZNF773,ENSG00000152439.13,ENSG00000152439.13:s:57504889-57505400,0.1822;-0.0121;-0.0024;-0.1430,8.131e-01;3.376e-02;2.646e-03;7.401e-01,1.090e-02;5.387e-01;8.913e-01;2.144e-02,0.7055;0.0666;0.0169;0.2008,0.9199;0.0353;0.0035;0.0278,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1,4,4,0;1;0;0,chr19,+,57505400-57506358;57505400-57506362;57505400-57508520;57505400-57513022,57504889-57505400;57506358-57508229;57508520-57508564;57513022-57513151,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57513151-57504889
ZNF776,ENSG00000152443.13,ENSG00000152443.13:s:57750785-57750911,0.0035;0.0772;-0.1137,3.846e-04;3.556e-01;6.005e-01,8.724e-01;1.307e-01;4.554e-02,0.0043;0.8190;0.1754,0.0334;0.9112;0.0527,s|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;0,chr19,+,57750911-57753274;57750911-57753291;57750911-57756872,57750785-57750911;57753274-57753444;57756872-57758148,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57758148-57750785
ZNF776,ENSG00000152443.13,ENSG00000152443.13:t:57756872-57758148,-0.1477;-0.0131;0.0290;0.0171;0.0707,8.123e-01;2.277e-02;5.584e-02;6.161e-02;3.375e-01,1.159e-02;5.833e-01;4.388e-01;4.463e-01;1.369e-01,0.2049;0.0831;0.0426;0.1541;0.5072,0.0560;0.0599;0.0831;0.1875;0.6175,t|1e1.1o1|1e2.1o1|1e3.3o4|1e3.4o4|i,5,4,0;1;1;0;0,chr19,+,57750911-57756872;57753379-57756872;57754796-57756872;57755691-57756872;57755692-57756871,57750785-57750911;57753274-57753444;57754044-57755691;57756872-57758148,57755692-57756871,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57758148-57750785
SUV39H2,ENSG00000152455.16,ENSG00000152455.16:s:14878922-14879533,-0.0562;0.1362;-0.0959;0.2175;-0.1651;0.0013,2.609e-01;6.543e-01;4.655e-01;8.875e-01;7.046e-01;2.227e-04,1.735e-01;3.177e-02;8.413e-02;4.917e-03;1.967e-02;9.414e-01,0.2068;0.0935;0.1461;0.0977;0.4578;0.0028,0.1022;0.2714;0.0176;0.3465;0.2333;0.0242,s|1e1.1o1|1e2.1o1|2e2.1o1|3e1.1o1|3e2.1o1|4e1.1o1,6,3,0;0;0;1;1;1,chr10,+,14878960-14881500;14878960-14896846;14879127-14896846;14879500-14881500;14879500-14896846;14879533-14881500,14878922-14879533;14881500-14881645;14896846-14897517,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A14897517-14878922
SUV39H2,ENSG00000152455.16,ENSG00000152455.16:t:14881500-14881645,-0.2228;-0.0145;0.1980;0.0004;0.0120,9.240e-01;4.494e-02;9.275e-01;1.279e-05;6.909e-03,2.955e-03;4.967e-01;2.645e-03;9.822e-01;6.770e-01,0.8285;0.1088;0.0553;0.0019;0.0019,0.5878;0.0784;0.2606;0.0192;0.0478,t|1e1.1o1|1e2.1o4|1e2.3o4|1e2.4o4|1e3.1o1,5,4,0;0;1;1;0,chr10,+,14878919-14881500;14878960-14881500;14879500-14881500;14879533-14881500;14880067-14881500,14878820-14878919;14878922-14879533;14879816-14880067;14881500-14881645,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A14881645-14878820
RPP38,ENSG00000152464.15,ENSG00000152464.15:s:15097180-15097409,-0.0004;0.0018;0.0000;0.1085;-0.1260,4.137e-02;1.175e-03;3.238e-06;4.801e-01;5.292e-01,5.134e-01;9.223e-01;9.984e-01;5.337e-02;4.090e-02,0.0795;0.0024;0.0024;0.4703;0.4422,0.0740;0.0178;0.0028;0.6228;0.2720,s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1,5,4,1;1;0;0;0,chr10,+,15097398-15102218;15097398-15103305;15097398-15111686;15097409-15102218;15097409-15103305,15097180-15097409;15102218-15102336;15103305-15104257;15111686-15111786,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A15111786-15097180
SLC30A6,ENSG00000152683.14,ENSG00000152683.14:s:32165841-32166189,0.1238;-0.0000;-0.0000;-0.1176,6.323e-01;1.009e-08;6.708e-21;6.045e-01,3.941e-02;9.996e-01;1.000e+00;4.522e-02,0.6635;0.0059;0.0012;0.3298,0.8054;0.0010;0.0010;0.1925,s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1,4,4,0;0;0;1,chr2,+,32165903-32171287;32165903-32174063;32165903-32184273;32166189-32171287,32165841-32166189;32171287-32171373;32174063-32174147;32184273-32184338,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A32184338-32165841
LMNTD1,ENSG00000152936.11,ENSG00000152936.11:t:25519858-25520075,-0.0735;-0.0485;0.1446,3.830e-01;1.785e-01;6.756e-01,1.059e-01;2.524e-01;2.748e-02,0.1789;0.0922;0.7522,0.0572;0.0123;0.9296,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr12,-,25520075-25648494;25520075-25526769;25520075-25526099,25519858-25520075;25526099-25526218;25526769-25526955;25648494-25648579,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A25648579-25519858
RAD17,ENSG00000152942.19,ENSG00000152942.19:s:69370060-69370284,0.1045;0.0013;0.0005;-0.1478,5.172e-01;2.079e-04;2.985e-06;7.154e-01,6.313e-02;9.418e-01;9.790e-01;2.377e-02,0.3092;0.0011;0.0053;0.6862,0.4397;0.0211;0.0238;0.5180,s|1e1.1o2|1e1.2o2|1e2.1o1|i,4,3,0;0;1;1,chr5,+,69370284-69371035;69370284-69371084;69370284-69372034;69370285-69370704,69370060-69370284;69370705-69371171;69372034-69372054,69370285-69370704,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A69372054-69370060
CWC27,ENSG00000153015.16,ENSG00000153015.16:s:64804229-64804907,0.0557;0.0311;-0.1232,1.142e-01;3.719e-02;6.973e-01,3.206e-01;4.699e-01;2.261e-02,0.0141;0.0123;0.9748,0.0887;0.0673;0.8457,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;1;0,chr5,+,64804386-64807599;64804386-64844923;64804386-64885443,64804229-64804907;64807599-64808562;64844923-na;64885443-64885546,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A64885546-64804229
BCL2L11,ENSG00000153094.24,ENSG00000153094.24:s:111123733-111123960,-0.1172;0.0000;0.3322;0.0000;-0.2051,6.379e-01;6.575e-21;1.000e+00;5.985e-10;9.667e-01,3.723e-02;1.000e+00;1.917e-12;9.988e-01;6.082e-04,0.1843;0.0006;0.0684;0.0067;0.7371,0.0562;0.0006;0.3933;0.0101;0.5326,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i,5,5,0;0;0;1;0,chr2,+,111123869-111124050;111123869-111130132;111123869-111150044;111123869-111164133;111123961-111124049,111123733-111123960;111124050-111124139;111130132-111130247;111150044-111150147;111164133-111168445,111123961-111124049,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A111168445-111123733
BCL2L11,ENSG00000153094.24,ENSG00000153094.24:t:111150044-111150147,0.0030;0.2937;-0.3025;-0.0000;-0.0024,8.790e-06;1.000e+00;9.999e-01;6.708e-21;2.824e-05,8.874e-01;3.458e-09;1.453e-07;1.000e+00;9.072e-01,0.0038;0.0835;0.8809;0.0007;0.0343,0.0360;0.3696;0.5793;0.0005;0.0113,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,1;0;0;0;0,chr2,+,111121188-111150044;111123869-111150044;111124139-111150044;111130247-111150044;111144520-111150044,111120914-111121188;111123733-111123960;111124050-111124139;111130132-111130247;111144488-111144520;111150044-111150147,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A111150147-111120914
CAST,ENSG00000153113.24,ENSG00000153113.24:t:96722639-96722718,0.0000;-0.0000;-0.1605;0.1743;0.0000;0.0000;0.0000,6.708e-21;6.708e-21;8.788e-01;9.228e-01;6.708e-21;6.708e-21;6.708e-21,1.000e+00;1.000e+00;6.394e-03;3.381e-03;1.000e+00;1.000e+00;1.000e+00,0.0002;0.0142;0.5452;0.4380;0.0002;0.0002;0.0002,0.0002;0.0002;0.3810;0.6178;0.0002;0.0002;0.0002,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1,7,7,0;1;0;0;0;0;0,chr5,+,96662497-96722639;96675601-96722639;96695907-96722639;96702915-96722639;96703372-96722639;96703424-96722639;96712473-96722639,96662203-96662497;96675539-96675953;96695785-96696294;96702781-96702915;96703188-96703424;96712349-96712473;96722639-96722718,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A96722718-96662203
SYCP2L,ENSG00000153157.13,ENSG00000153157.13:t:10924496-10924641,-0.1148;0.1148,5.695e-01;5.695e-01,5.463e-02;5.463e-02,0.9926;0.0074,0.8446;0.1554,t|1e1.1o1|1e2.1o1,2,3,0;0,chr6,+,10912927-10924496;10922790-10924496,10912867-10912927;10922691-10922790;10924496-10924641,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A10924641-10912867
SYCP2L,ENSG00000153157.13,ENSG00000153157.13:t:10942677-10942746,0.2384;-0.2384,8.194e-01;8.194e-01,7.062e-03;7.062e-03,0.0402;0.9598,0.3237;0.6763,t|1e1.1o1|1e2.1o1,2,3,1;0,chr6,+,10935187-10942677;10942529-10942677,10935058-10935187;10942459-10942529;10942677-10942746,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A10942746-10935058
HNRNPU,ENSG00000153187.20,ENSG00000153187.20:s:244848788-244848889,0.0000;-0.0048;0.2275;-0.1996,6.195e-06;6.802e-03;8.271e-01;7.701e-01,9.973e-01;7.972e-01;7.291e-03;1.161e-02,0.0033;0.0182;0.2113;0.7574,0.0037;0.0037;0.4864;0.5065,s|1e1.1o2|1e1.2o2|1e2.1o1|i,4,3,0;0;0;0,chr1,-,244847101-244848788;244847053-244848788;244846706-244848788;244847102-244848787,244846486-244846706;244847002-244847101;244848788-244848889,244847102-244848787,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A244848889-244846486
RBMS1,ENSG00000153250.20,ENSG00000153250.20:s:160493289-160493807,0.0000;0.1299;-0.1362,6.708e-21;7.104e-01;7.496e-01,1.000e+00;2.423e-02;1.902e-02,0.0014;0.7996;0.1991,0.0054;0.9356;0.0571,s|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;0;1,chr2,-,160432477-160493289;160367391-160493289;160367388-160493289,160366913-160367391;160432368-160432477;160493289-160493807,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A160493807-160366913
RBMS1,ENSG00000153250.20,ENSG00000153250.20:t:160366913-160367391,0.2247;-0.0000;-0.0000;0.0000;-0.0000;-0.0000;-0.0816;-0.0000;-0.0000;-0.1087;-0.0000,9.899e-01;6.708e-21;6.434e-09;6.709e-21;6.708e-21;6.708e-21;3.224e-01;6.708e-21;6.708e-21;5.706e-01;1.064e-09,5.219e-05;1.000e+00;9.980e-01;9.998e-01;1.000e+00;1.000e+00;1.445e-01;1.000e+00;1.000e+00;5.635e-02;9.995e-01,0.6898;0.0003;0.0113;0.0069;0.0003;0.0003;0.1072;0.0003;0.0003;0.1713;0.0106,0.9194;0.0003;0.0091;0.0127;0.0003;0.0003;0.0032;0.0003;0.0003;0.0549;0.0003,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1|2e1.1o1|2e7.1o1,11,10,0;0;1;0;0;0;0;0;0;1;1,chr2,-,160367391-160493289;160367391-160492887;160367391-160492172;160367391-160432368;160367391-160416138;160367391-160408509;160367391-160407464;160367391-160401968;160367391-160367512;160367388-160493289;160367388-160407464,160366913-160367391;160367512-160367526;160401968-160402102;160407464-160407889;160408509-160408609;160416138-160416178;160432368-160432477;160492172-na;160492887-160492969;160493289-160493807,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A160493807-160366913
