# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control6-TDP43KD6.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control6-TDP43KD6.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control6": 4,
#         "TDP43KD6": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control6_mean_psi	TDP43KD6_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
GAS2L3	ENSG00000139354.11	ENSG00000139354.11:t:100591736-100591856	-0.1443;-0.0010;0.1008;0.0050;0.0151	6.858e-01;2.883e-04;5.032e-01;7.057e-03;4.363e-02	2.509e-02;9.558e-01;6.873e-02;8.013e-01;5.109e-01	0.9112;0.0136;0.0370;0.0024;0.0282	0.7313;0.0031;0.1650;0.0321;0.0565	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	0;0;1;1;0	chr12	+	100573785-100591736;100574000-100591736;100575623-100591736;100578762-100591736;100578800-100591736	na-100575623;100573683-100573785;100573809-100574000;100578587-100578800;100591736-100591856		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A100591856-100573683
SLC15A4	ENSG00000139370.12	ENSG00000139370.12:s:128814775-128815928	0.1131;0.0002;-0.0909;-0.0076	5.745e-01;9.684e-07;4.535e-01;2.131e-03	5.134e-02;9.895e-01;8.567e-02;7.460e-01	0.6579;0.0015;0.2952;0.0453	0.7962;0.0184;0.1807;0.0067	s|2e1.1o2|2e1.2o2|2e2.1o1|i	4	3	0;0;0;1	chr12	-	128810111-128814775;128810053-128814775;128809473-128814775;128810359-128814774	128809396-128809473;128809943-128810358;128814775-128815928	128810359-128814774	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A128815928-128809396
SLC15A4	ENSG00000139370.12	ENSG00000139370.12:t:128814775-128815928	0.0882;-0.1013;0.0030;0.0000	4.473e-01;5.305e-01;1.024e-02;1.962e-09	8.490e-02;6.199e-02;6.581e-01;1.000e+00	0.7375;0.1935;0.0697;0.0013	0.8488;0.0747;0.0736;0.0017	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1	4	3	0;1;1;0	chr12	-	128815070-128823398;128815070-128823248;128815070-128823231;128815070-128819528	128814775-128815928;128819528-128819867;128823231-128823958		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A128823958-128814775
GIT2	ENSG00000139436.21	ENSG00000139436.21:s:109950694-109951316	-0.0001;0.0033;0.0000;-0.1210;0.1068;0.0000;0.0000	4.768e-10;3.290e-05;6.541e-21;6.638e-01;5.538e-01;6.541e-21;6.541e-21	9.943e-01;8.811e-01;1.000e+00;2.988e-02;5.752e-02;1.000e+00;1.000e+00	0.0242;0.0117;0.0003;0.2515;0.7067;0.0003;0.0003	0.0077;0.0360;0.0031;0.1262;0.8273;0.0004;0.0004	s|1e1.1o1|1e2.1o1|1e4.1o2|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o2	7	5	1;1;0;0;0;1;1	chr12	-	109948846-109951212;109947504-109951212;109939247-109951212;109948846-109951167;109947504-109951167;109945349-109951167;109939247-109951167	109939165-109939685;109945260-109945349;109947256-109947504;109948062-109948846;109950694-109951316		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A109951316-109939165
BRCA2	ENSG00000139618.17	ENSG00000139618.17:s:32336265-32341196	0.1423;-0.1423	6.395e-01;6.395e-01	2.829e-02;2.829e-02	0.4835;0.5165	0.6520;0.3480	s|1e1.1o1|1e2.1o1	2	3	0;1	chr13	+	32341196-32344558;32341196-32346827	32336265-32341196;32344558-32344653;32346827-32346896		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A32346896-32336265
BRCA2	ENSG00000139618.17	ENSG00000139618.17:t:32396809-32397044	-0.1020;0.1020	5.136e-01;5.136e-01	6.854e-02;6.854e-02	0.9847;0.0153	0.8592;0.1408	t|1e1.1o1|1e2.1o1	2	3	0;0	chr13	+	32394933-32396898;32396116-32396898	32394689-32394933;32395991-32396116;32396809-32397044		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A32397044-32394689
KANSL2	ENSG00000139620.13	ENSG00000139620.13:s:48662560-48662654	-0.1015;0.1313;-0.0063	4.696e-01;5.799e-01;4.998e-03	5.876e-02;3.476e-02;7.755e-01	0.3171;0.6425;0.0400	0.1652;0.8290;0.0069	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr12	-	48661243-48662560;48660619-48662560;48655060-48662560	48654941-48655060;48660366-48660619;48661195-48661243;48662560-48662654		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A48662654-48654941
RBM26	ENSG00000139746.16	ENSG00000139746.16:t:79311824-79314993	0.1337;-0.0123;-0.0434;0.0000;-0.0397;0.0113;-0.0033	7.138e-01;1.491e-02;1.883e-01;6.268e-21;8.814e-02;1.683e-02;9.738e-05	2.580e-02;6.138e-01;2.421e-01;1.000e+00;3.682e-01;6.061e-01;8.613e-01	0.1417;0.0768;0.5617;0.0004;0.0922;0.0871;0.0332	0.2920;0.0547;0.4918;0.0006;0.0371;0.1058;0.0145	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|2e1.1o1|2e2.2o2|i	7	4	0;1;1;1;1;1;1	chr13	-	79314993-79322349;79314993-79319535;79314993-79318821;79314993-79315934;79314990-79322349;79314990-79318821;79314994-79318820	79311824-79314993;79315934-na;79318821-79320710;79322349-79322462	79314994-79318820	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A79322462-79311824
GRTP1	ENSG00000139835.14	ENSG00000139835.14:s:113363762-113363910	0.1516;-0.1316;-0.0088	6.636e-01;5.942e-01;4.577e-02	2.429e-02;3.536e-02;4.933e-01	0.2947;0.6253;0.0812	0.4875;0.4365;0.0689	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr13	-	113360284-113363762;113355481-113363762;113350973-113363762	113350849-113350973;113355323-113355481;113359617-113360284;113363762-113363910		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A113363910-113350849
COMMD4	ENSG00000140365.16	ENSG00000140365.16:s:75336099-75336475	0.2118;-0.1102;-0.0156;-0.0000;-0.0346	8.328e-01;4.995e-01;7.565e-02;7.821e-06;1.654e-01	7.293e-03;4.974e-02;4.115e-01;9.975e-01;2.588e-01	0.1441;0.6387;0.0937;0.0030;0.1269	0.3981;0.4472;0.0497;0.0029;0.0660	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.2o2|3e1.1o1	5	4	0;1;0;0;0	chr15	+	75336221-75338062;75336230-75338062;75336230-75338355;75336230-75338646;75336475-75338062	75336099-75336475;75338061-75338138;75338264-75338420;75338481-75338840		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A75338840-75336099
SCAPER	ENSG00000140386.13	ENSG00000140386.13:s:76771724-76771954	-0.1020;0.1020	4.861e-01;4.861e-01	6.323e-02;6.323e-02	0.7663;0.2337	0.6208;0.3792	s|1e1.1o1|2e1.1o1	2	2	0;0	chr15	-	76767088-76771742;76767088-76771724	76766918-76767088;76771724-76771954		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A76771954-76766918
NCOA2	ENSG00000140396.13	ENSG00000140396.13:s:70148273-70148483	-0.1018;0.1018	5.254e-01;5.254e-01	6.442e-02;6.442e-02	0.9414;0.0586	0.8296;0.1704	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	70144848-70148273;70141399-70148273	70141179-70141399;70144642-70144848;70148273-70148483		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A70148483-70141179
NCOA2	ENSG00000140396.13	ENSG00000140396.13:t:70141179-70141399	0.1524;-0.1524	8.185e-01;8.185e-01	1.026e-02;1.026e-02	0.0734;0.9266	0.2315;0.7685	t|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	70141399-70148273;70141399-70144642	70141179-70141399;70144642-70144848;70148273-70148483		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A70148483-70141179
NCOA2	ENSG00000140396.13	ENSG00000140396.13:t:70296744-70296800	0.0583;0.0339;-0.1191;0.0182;-0.0043;-0.0000	3.122e-01;1.518e-01;5.563e-01;6.891e-02;3.520e-03;6.116e-07	1.247e-01;2.812e-01;4.429e-02;4.202e-01;8.345e-01;9.994e-01	0.4721;0.0976;0.3197;0.0571;0.0217;0.0020	0.5866;0.1607;0.1697;0.0902;0.0016;0.0016	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o2|1e3.2o2	6	4	0;1;1;0;1;0	chr8	-	70296800-70403700;70296800-70403334;70296800-70403198;70296800-70402163;70296800-70401959;70296800-70401814	70296744-70296800;70401814-70402079;70402163-70402587;70403198-70403808		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A70403808-70296744
PML	ENSG00000140464.20	ENSG00000140464.20:s:74034478-74034605	-0.0017;-0.0092;0.1362;-0.0823;-0.0000;-0.0000;-0.0040	2.704e-05;5.189e-03;6.983e-01;4.018e-01;6.268e-21;6.268e-21;2.859e-02	9.218e-01;6.581e-01;2.774e-02;1.035e-01;1.000e+00;1.000e+00;5.596e-01	0.0325;0.0555;0.3156;0.4194;0.0006;0.0006;0.1753	0.0079;0.0391;0.4739;0.3005;0.0005;0.0005;0.1702	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|2e1.3o3|3e1.3o3|i	7	3	0;0;0;0;1;1;0	chr15	+	74034530-74035132;74034530-74035143;74034530-74035172;74034530-74042989;74034534-74035172;74034605-74035172;74034606-74035131	74034478-74034605;74035132-74035590;74042989-74043342	74034606-74035131	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A74043342-74034478
PCSK6	ENSG00000140479.18	ENSG00000140479.18:s:101331852-101332031	-0.1470;0.1470	6.429e-01;6.429e-01	2.644e-02;2.644e-02	0.7108;0.2892	0.5252;0.4748	s|1e1.1o1|1e2.1o1	2	3	0;0	chr15	-	101331689-101331852;101326479-101331852	101326377-101328663;101331651-101331689;101331852-101332031		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A101332031-101326377
CCDC33	ENSG00000140481.15	ENSG00000140481.15:t:74295754-74295948	0.1252;-0.1252	6.086e-01;6.086e-01	3.900e-02;3.900e-02	0.0754;0.9246	0.2315;0.7685	t|1e1.1o1|1e2.1o1	2	3	1;0	chr15	+	74272891-74295754;74281849-74295754	74272771-74272891;74281778-74281849;74295754-74295948		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A74295948-74272771
CELF6	ENSG00000140488.16	ENSG00000140488.16:t:72288308-72288451	-0.0213;0.1076;-0.0443	6.779e-02;5.198e-01;1.700e-01	4.401e-01;6.289e-02;2.540e-01	0.0572;0.8445;0.0910	0.0052;0.9896;0.0052	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0;0;1	chr15	-	72288451-72288868;72288451-72288538;72288410-72288538	72288308-72288451;72288538-72288618;72288868-72288930		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A72288930-72288308
HAPLN3	ENSG00000140511.12	ENSG00000140511.12:t:88878967-88879269	-0.1059;0.1068;-0.0000	5.369e-01;5.425e-01;1.530e-06	5.969e-02;5.827e-02;9.984e-01	0.9459;0.0506;0.0039	0.8166;0.1800;0.0036	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;1	chr15	-	88879269-88881357;88879269-88879418;88879269-88879411	88878967-88879269;88879411-88880610;88881145-88881725		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A88881725-88878967
DET1	ENSG00000140543.15	ENSG00000140543.15:s:88546540-88546681	0.3016;-0.3016	9.526e-01;9.526e-01	1.172e-03;1.172e-03	0.2963;0.7037	0.6131;0.3869	s|1e1.1o1|1e2.1o1	2	3	0;0	chr15	-	88536381-88546540;88531715-88546540	88531609-88531715;88536312-88536381;88546540-88546681		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A88546681-88531609
DET1	ENSG00000140543.15	ENSG00000140543.15:t:88531609-88531715	-0.1311;0.1311	5.702e-01;5.702e-01	3.567e-02;3.567e-02	0.5691;0.4309	0.4018;0.5982	t|1e1.1o1|1e2.1o1	2	3	0;0	chr15	-	88531715-88546540;88531715-88536312	88531609-88531715;88536312-88536381;88546540-88546681		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A88546681-88531609
NUDT7	ENSG00000140876.11	ENSG00000140876.11:t:77741582-77742260	0.0016;-0.1374;0.0010;0.1222;-0.0102;0.0005	4.687e-04;6.116e-01;5.669e-04;5.846e-01;1.644e-02;8.641e-05	9.348e-01;3.091e-02;9.541e-01;3.923e-02;6.348e-01;9.762e-01	0.0017;0.8049;0.0017;0.1343;0.0564;0.0017	0.0194;0.6111;0.0122;0.3108;0.0252;0.0139	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	6	7	0;0;0;0;0;0	chr16	+	77722617-77741582;77725584-77741582;77735507-77741582;77735986-77741582;77736743-77741582;77737453-77741582	77722492-77722617;77725431-77725584;77735394-77735507;77735828-77736249;77736650-77736743;77737405-77737453;77741582-77742260		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A77742260-77722492
GAS8	ENSG00000141013.17	ENSG00000141013.17:s:90027636-90027996	0.1267;0.0164;-0.1540	6.017e-01;7.334e-02;6.951e-01	3.873e-02;4.167e-01;2.203e-02	0.1945;0.1043;0.6987	0.3637;0.1387;0.4983	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr16	+	90027722-90031176;90027722-90031190;90027722-90031299	90027636-90027996;90031176-90031189;90031190-90031252;90031299-90031499		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A90031499-90027636
GAS8	ENSG00000141013.17	ENSG00000141013.17:t:90027636-90027996	-0.1009;-0.0015;0.0080;-0.0077;0.0878;-0.0000	4.469e-01;7.765e-03;8.501e-03;1.666e-02;3.898e-01;1.788e-05	5.615e-02;7.673e-01;7.151e-01;6.625e-01;7.324e-02;9.965e-01	0.6084;0.0205;0.0031;0.0504;0.3221;0.0031	0.4495;0.0206;0.0478;0.0138;0.4664;0.0022	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i	6	6	0;0;1;0;0;1	chr16	+	90019768-90027636;90020156-90027636;90020911-90027636;90022206-90027636;90022724-90027636;90022725-90027635	90019629-90019768;90020044-90020156;90020830-90020911;90022047-90022206;90022600-90022724;90027636-90027996	90022725-90027635	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A90027996-90019629
GAS8	ENSG00000141013.17	ENSG00000141013.17:t:90031299-90031499	-0.0000;-0.1265;0.0469;0.0581	8.754e-08;5.839e-01;1.549e-01;2.918e-01	9.998e-01;3.904e-02;2.822e-01;1.448e-01	0.0024;0.6705;0.0118;0.3134	0.0018;0.5019;0.0867;0.4049	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;0;0	chr16	+	90022724-90031299;90027722-90031299;90031189-90031299;90031253-90031298	90022600-90022724;90027636-90027996;90031176-90031189;90031299-90031499	90031253-90031298	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A90031499-90022600
COPS3	ENSG00000141030.13	ENSG00000141030.13:s:17261600-17261692	0.0309;-0.1586;0.0849	7.379e-02;7.393e-01;4.146e-01	4.050e-01;1.812e-02;9.436e-02	0.0027;0.8822;0.1151	0.0714;0.6853;0.2409	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;1	chr17	-	17261525-17261600;17260474-17261600;17254945-17261600	17254859-17255055;17260301-17260696;17261401-17261525;17261600-17261692		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A17261692-17254859
PRPSAP2	ENSG00000141127.15	ENSG00000141127.15:s:18856299-18856476	-0.0000;-0.0004;0.0755;0.0069;-0.0000;-0.1444;0.0223	5.685e-07;3.596e-02;3.703e-01;1.331e-01;5.685e-07;6.851e-01;8.296e-02	9.995e-01;5.290e-01;1.041e-01;2.972e-01;9.995e-01;2.556e-02;3.939e-01	0.0018;0.0663;0.2270;0.3804;0.0018;0.2532;0.0554	0.0014;0.0678;0.3579;0.4014;0.0014;0.0761;0.0972	s|1e3.1o1|2e1.1o1|2e3.1o1|2e4.1o1|3e2.1o1|3e3.1o1|3e4.1o1	7	5	0;0;0;1;0;1;0	chr17	+	18856403-18865469;18856429-18857784;18856429-18865469;18856429-18865802;18856476-18859340;18856476-18865469;18856476-18865802	18856299-18856476;18857784-18857853;18859340-18859475;18865469-18865564;18865802-18865952		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18865952-18856299
VPS53	ENSG00000141252.21	ENSG00000141252.21:s:513873-513918	-0.0685;-0.0775;0.1812	2.177e-01;3.606e-01;9.347e-01	2.346e-01;1.274e-01;2.559e-03	0.0953;0.1253;0.7769	0.0021;0.0297;0.9680	s|1e1.1o1|1e2.1o1|i	3	3	1;1;0	chr17	-	513780-513873;513642-513873;513827-513872	na-513642;513735-513780;513873-513918	513827-513872	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A513918-513632
VPS53	ENSG00000141252.21	ENSG00000141252.21:s:513965-514010	-0.1634;0.1634	9.222e-01;9.222e-01	5.756e-04;5.756e-04	0.1899;0.8101	0.0034;0.9966	s|1e1.1o1|i	2	2	1;0	chr17	-	513918-513965;513965-513964	513873-513918;513919-513964;513965-514010	513965-513964	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514010-513873
VPS53	ENSG00000141252.21	ENSG00000141252.21:s:514011-514056	0.0286;-0.0057;0.1135;-0.1327	4.574e-02;1.961e-03;6.004e-01;6.962e-01	4.559e-01;7.711e-01;5.027e-02;2.980e-02	0.0366;0.0367;0.0633;0.8693	0.0795;0.0200;0.1782;0.7289	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1;1;1;0	chr17	-	513964-514011;513826-514011;513780-514011;514011-514010	513735-513780;513781-513826;513919-513964;513965-514010;514011-514056	514011-514010	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514056-513735
VPS53	ENSG00000141252.21	ENSG00000141252.21:s:514149-514240	0.1796;-0.1796	9.493e-01;9.493e-01	2.894e-04;2.894e-04	0.0031;0.9969	0.2038;0.7962	s|1e1.1o1|i	2	2	1;0	chr17	-	514010-514149;514149-514148	513965-514010;514103-514148;514149-514240	514149-514148	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514240-513965
VPS53	ENSG00000141252.21	ENSG00000141252.21:t:513735-513780	-0.0355;0.1355;-0.0670;0.0014	6.148e-02;7.273e-01;2.067e-01;3.896e-02	4.142e-01;2.539e-02;2.442e-01;5.154e-01	0.0804;0.0561;0.0932;0.7750	0.0291;0.1922;0.0013;0.7790	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1;1;1;0	chr17	-	513780-514333;513780-514011;513780-513873;513781-513780	513735-513780;513781-513826;513873-513918;514011-514056;514333-514378	513781-513780	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514378-513735
VPS53	ENSG00000141252.21	ENSG00000141252.21:t:513873-513918	-0.1634;0.1634	9.222e-01;9.222e-01	5.756e-04;5.756e-04	0.1899;0.8101	0.0034;0.9966	t|1e1.1o1|i	2	2	1;0	chr17	-	513918-513965;513919-513918	513873-513918;513919-513964;513965-514010	513919-513918	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514010-513873
VPS53	ENSG00000141252.21	ENSG00000141252.21:t:513965-514010	0.1737;0.0016;-0.2005	9.360e-01;1.084e-04;9.836e-01	4.768e-04;9.263e-01;2.225e-05	0.0021;0.0021;0.9958	0.2003;0.0238;0.7755	t|1e1.1o1|1e2.1o1|i	3	3	1;1;0	chr17	-	514010-514149;514010-514057;514011-514010	513965-514010;514011-514056;514057-514102;514149-514240	514011-514010	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514240-513965
VPS53	ENSG00000141252.21	ENSG00000141252.21:t:514241-514332	-0.0119;-0.0000;0.1029;-0.0591	2.764e-03;6.268e-21;5.183e-01;2.811e-01	6.745e-01;1.000e+00;6.595e-02;1.649e-01	0.0464;0.0009;0.3968;0.5601	0.0008;0.0008;0.5219;0.4764	t|1e1.1o1|1e2.1o1|2e2.1o1|i	4	3	1;1;1;0	chr17	-	514332-514563;514332-514379;514286-514379;514333-514332	514241-514332;514333-514378;514379-514424;514563-na	514333-514332	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514573-514241
VPS53	ENSG00000141252.21	ENSG00000141252.21:t:514379-514424	-0.1198;0.0750;0.0470;0.0000;-0.0112	6.727e-01;3.544e-01;1.617e-01;6.268e-21;5.762e-02	2.263e-02;1.288e-01;2.723e-01;1.000e+00;4.587e-01	0.1473;0.2721;0.0869;0.0006;0.4830	0.0069;0.3675;0.1515;0.0006;0.4708	t|1e1.1o1|1e3.1o1|2e2.1o1|2e4.1o1|i	5	5	1;1;1;1;0	chr17	-	514424-514563;514424-514517;514401-514540;514401-514494;514425-515058	514379-514424;514494-na;514517-na;514540-na;514563-na	514425-515058	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A514573-514379
VPS53	ENSG00000141252.21	ENSG00000141252.21:t:na-513642	-0.0663;-0.0637;0.0001;0.1421	3.168e-01;2.584e-01;5.781e-07;7.190e-01	1.469e-01;1.785e-01;9.974e-01;2.300e-02	0.1443;0.1116;0.0057;0.7392	0.0617;0.0314;0.0088;0.8924	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;1;1;1	chr17	-	513642-513919;513642-513873;513642-513735;513642-513689	na-513642;513689-513734;513735-513780;513873-513918;513919-513964		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A513964-513632
GALNT1	ENSG00000141429.14	ENSG00000141429.14:t:35654560-35654593	0.1778;-0.1778	6.336e-01;6.336e-01	1.918e-02;1.918e-02	0.1884;0.8116	0.4156;0.5844	t|1e1.1o1|1e2.1o1	2	3	0;0	chr18	+	35581862-35654560;35627484-35654560	35581740-35581862;35627429-35627484;35654560-35654593		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A35654593-35581740
ASXL3	ENSG00000141431.13	ENSG00000141431.13:s:33670673-33670790	0.0916;-0.1036;0.0008	4.238e-01;4.771e-01;3.132e-04	7.440e-02;5.969e-02;9.519e-01	0.7152;0.2783;0.0066	0.8598;0.1261;0.0184	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr18	+	33670790-33671747;33670790-33683405;33670790-33731968	33670673-33670790;33671747-33671866;33683405-33683645;33731968-33732064		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A33732064-33670673
OSBPL1A	ENSG00000141447.18	ENSG00000141447.18:s:24366405-24366982	-0.1174;0.0255;-0.0114;0.1160;-0.0255	6.439e-01;2.882e-02;2.509e-02;5.906e-01;7.004e-02	3.416e-02;5.097e-01;5.770e-01;4.622e-02;4.184e-01	0.1588;0.0175;0.0806;0.6181;0.1221	0.0264;0.0632;0.0624;0.7648;0.0801	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	1;0;0;0;0	chr18	-	24363361-24366892;24358511-24366892;24347838-24366892;24341658-24366892;24334330-24366892	na-24363361;24334245-24334330;24341547-24341658;24347658-24347838;24357125-24358511;24366405-24366982		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A24366982-24334245
BRD4	ENSG00000141867.19	ENSG00000141867.19:t:15272815-15273133	0.1089;-0.1084;-0.0000;-0.0000	5.442e-01;5.417e-01;6.541e-21;6.541e-21	5.540e-02;5.608e-02;1.000e+00;1.000e+00	0.6554;0.3418;0.0014;0.0014	0.7860;0.2117;0.0011;0.0011	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr19	-	15273133-15332290;15273133-15331836;15273133-15280264;15273133-15275657	15272815-15273133;15275657-15275839;15280264-15280451;15331836-15331907;15332290-15332545		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A15332545-15272815
ZFP14	ENSG00000142065.14	ENSG00000142065.14:s:36360112-36360536	-0.1474;0.0646;0.0519	8.109e-01;2.482e-01;1.236e-01	1.280e-02;1.885e-01;3.110e-01	0.9588;0.0292;0.0129	0.8013;0.1055;0.0852	s|1e1.1o3|1e1.2o3|2e1.1o3	3	2	0;1;1	chr19	-	36341590-36360435;36337396-36360435;36341590-36360393	36334453-36341590;36360112-36360536		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36360536-36334453
ZNF614	ENSG00000142556.19	ENSG00000142556.19:s:52018008-52018103	-0.1766;0.1766	9.026e-01;9.026e-01	3.671e-03;3.671e-03	0.2201;0.7799	0.0377;0.9623	s|1e1.1o1|1e2.1o1	2	3	0;0	chr19	-	52017697-52018008;52017359-52018008	52013324-52017359;52017576-52017697;52018008-52018103		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A52018103-52013324
ITGB3BP	ENSG00000142856.17	ENSG00000142856.17:t:63454890-63454968	0.1421;-0.1429;0.0000	7.492e-01;7.522e-01;6.541e-21	2.025e-02;1.987e-02;1.000e+00	0.0779;0.9209;0.0012	0.2389;0.7592;0.0019	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	63454968-63508528;63454968-63478764;63454968-63457134	63454890-63454968;63457134-63458373;63478764-63478833;63508528-63508570		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A63508570-63454890
GPR161	ENSG00000143147.15	ENSG00000143147.15:s:168134906-168135037	-0.0819;-0.0302;0.1239;0.0000	3.891e-01;1.587e-01;5.630e-01;9.097e-07	9.037e-02;2.667e-01;4.031e-02;9.991e-01	0.3277;0.2255;0.4354;0.0024	0.2129;0.1832;0.6031;0.0029	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr1	-	168133921-168134906;168114549-168134906;168104894-168134906;168097232-168134906	168096508-168097232;168104477-168104909;168114456-168114549;168133876-168133921;168134906-168135037		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A168135037-168096508
