# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control17-TDP43KD17.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control17-TDP43KD17.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control17": 4,
#         "TDP43KD17": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control17_mean_psi	TDP43KD17_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
CTC-338M12.5	ENSG00000250222.2	ENSG00000250222.2:t:181194234-181194429	0.1137;-0.0270;0.0709;-0.1641	5.257e-01;1.516e-01;3.407e-01;7.674e-01	5.383e-02;2.852e-01;1.220e-01;1.714e-02	0.1704;0.2859;0.2430;0.2929	0.3091;0.2327;0.3398;0.1167	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;1;1;0	chr5	+	181192016-181194234;181192140-181194234;181192192-181194234;181193467-181194234	181191875-181192016;181192070-181192192;181193342-181193467;181194234-181194429		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A181194429-181191875
XXbac-BPG246D15.9	ENSG00000250264.1	ENSG00000250264.1:s:32832333-32832461	0.0401;-0.1791;0.0930	1.399e-01;8.396e-01;4.230e-01	2.991e-01;9.293e-03;9.870e-02	0.0239;0.9727;0.0033	0.0811;0.7770;0.1324	s|1e1.1o1|1e2.1o1|i	3	3	1;0;1	chr6	-	32831181-32832333;32830806-32832333;32831182-32832332	32830618-32830806;32831149-32831181;32832333-32832461	32831182-32832332	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A32832461-32830618
XXbac-BPG246D15.9	ENSG00000250264.1	ENSG00000250264.1:t:32830618-32830806	-0.3756;0.2663;0.0617	9.991e-01;9.712e-01;2.380e-01	2.805e-06;5.765e-04;2.022e-01	0.9735;0.0231;0.0033	0.5828;0.3049;0.0999	t|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr6	-	32830806-32832333;32830806-32831149;32830807-32831148	32830618-32830806;32831149-32831181;32832333-32832461	32830807-32831148	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A32832461-32830618
RP4-785G19.5	ENSG00000250917.1	ENSG00000250917.1:s:34281027-34281173	-0.1123;-0.0000;0.1134	4.786e-01;5.832e-06;4.820e-01	5.406e-02;9.972e-01;5.318e-02	0.6089;0.0046;0.3869	0.4535;0.0035;0.5428	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;1	chr20	-	34278169-34281027;34250138-34281027;34235030-34281027	na-34278169;34234840-34235030;34249999-34250138;34281027-34281173		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A34281173-34234840
RP11-101E3.5	ENSG00000251184.1	ENSG00000251184.1:s:128952773-128952846	0.6587;-0.6587	1.000e+00;1.000e+00	1.221e-20;0.000e+00	0.0007;0.9993	0.6683;0.3317	s|1e1.1o1|1e2.1o1	2	3	1;0	chr9	+	128952846-128956141;128952846-128956350	128952773-128952846;128956141-128956182;128956350-128956434		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A128956434-128952773
RP11-101E3.5	ENSG00000251184.1	ENSG00000251184.1:t:128956350-128956434	-0.7345;0.6948;0.0054	1.000e+00;1.000e+00;1.155e-03	0.000e+00;1.105e-20;8.225e-01	0.9990;0.0005;0.0005	0.2545;0.7048;0.0392	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;1	chr9	+	128952846-128956350;128956174-128956350;128956182-128956350	128952773-128952846;128956141-128956182;128956350-128956434		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A128956434-128952773
RP11-161D15.3	ENSG00000251216.2	ENSG00000251216.2:s:173927867-173927990	0.1802;-0.0171;-0.1278	8.020e-01;3.485e-02;5.826e-01	1.273e-02;5.287e-01;4.255e-02	0.0772;0.0634;0.8605	0.2806;0.0211;0.7002	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;1;0	chr4	-	173926731-173927867;173926718-173927867;173925761-173927867	173924207-173925761;173926632-173926731;173927867-173927990		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A173927990-173924207
RP11-161D15.3	ENSG00000251216.2	ENSG00000251216.2:t:173937242-173937363	-0.1474;0.0170;0.0798;0.0028	7.705e-01;1.546e-02;3.731e-01;3.236e-04	1.799e-02;5.971e-01;1.233e-01;8.969e-01	0.9189;0.0173;0.0555;0.0055	0.7632;0.0549;0.1514;0.0289	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;1;0	chr4	-	173937363-173990707;173937363-173982904;173937363-173948761;173937363-173937489	173937242-173937363;173937489-173937814;173948761-173948903;173982904-173983007;173990707-173991024		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A173991024-173937242
SHANK3	ENSG00000251322.9	ENSG00000251322.9:s:50705376-50706152	0.2903;-0.2903	9.976e-01;9.976e-01	1.261e-05;1.261e-05	0.6601;0.3399	0.9579;0.0421	s|1e1.1o1|1e2.1o1	2	3	0;1	chr22	+	50706152-50711615;50706152-50714917	50705376-50706152;50711615-50711638;50714917-50715047		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A50715047-50705376
CDC42BPA	ENSG00000143776.19	ENSG00000143776.19:t:227047927-227048010	-0.1365;0.0821;0.0330;0.0053;0.0000	7.555e-01;3.348e-01;5.232e-02;9.118e-03;7.051e-21	1.806e-02;1.199e-01;4.337e-01;6.531e-01;1.000e+00	0.7045;0.0255;0.0452;0.2236;0.0002	0.5604;0.1080;0.0913;0.2351;0.0035	t|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e1.1o1	5	6	0;1;0;0;1	chr1	-	227048010-227069777;227048010-227068654;227048010-227059373;227048010-227051881;227048003-227072208	227047927-227048010;227051881-227051985;227059213-227059411;227068467-227068701;227069777-227069853;227072208-227072299		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A227072299-227047927
CDC42BPA	ENSG00000143776.19	ENSG00000143776.19:t:227059213-227059411	-0.2599;0.1981;0.0235	9.301e-01;8.332e-01;5.156e-02	2.511e-03;9.262e-03;4.714e-01	0.9510;0.0392;0.0080	0.6576;0.2649;0.0642	t|1e2.1o1|1e3.1o1|2e1.1o1	3	4	0;0;0	chr1	-	227059411-227069777;227059411-227068654;227059389-227072208	227059213-227059411;227068467-227068701;227069777-227069853;227072208-227072299		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A227072299-227059213
CNIH3	ENSG00000143786.8	ENSG00000143786.8:s:224566199-224566264	-0.1050;-0.0003;0.1099	4.611e-01;1.524e-04;4.771e-01	5.865e-02;9.863e-01;5.434e-02	0.5902;0.0078;0.4008	0.4408;0.0028;0.5565	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	+	224566264-224583164;224566264-224661313;224566264-224680958	224566199-224566264;224583164-224583267;224661313-224661443;224680958-224681026		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A224681026-224566199
PSEN2	ENSG00000143801.18	ENSG00000143801.18:s:226870517-226870649	-0.1157;0.1157	5.524e-01;5.524e-01	5.330e-02;5.330e-02	0.9182;0.0818	0.7679;0.2321	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	+	226870649-226871262;226870649-226875365	226870517-226870649;226870767-226871404;226875365-226875552		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A226875552-226870517
CHAC2	ENSG00000143942.5	ENSG00000143942.5:s:53771907-53771947	-0.1235;0.1235	5.981e-01;5.981e-01	4.486e-02;4.486e-02	0.9187;0.0813	0.7669;0.2331	s|1e1.1o1|2e1.1o1	2	2	0;1	chr2	+	53771942-53774142;53771947-53774142	53771907-53771947;53774142-53775196		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A53775196-53771907
WDPCP	ENSG00000143951.16	ENSG00000143951.16:t:63492856-63492940	-0.0001;-0.2154;0.2169	1.589e-04;8.438e-01;8.520e-01	9.826e-01;7.756e-03;7.270e-03	0.0073;0.9484;0.0452	0.0058;0.6782;0.3160	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr2	-	63492940-63650659;63492940-63588197;63492940-63571375	63492856-63492940;63571375-63571626;63588197-63588799;63650659-63650838		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A63650838-63492856
ABHD1	ENSG00000143994.14	ENSG00000143994.14:s:27129754-27129927	0.1062;-0.1062	4.648e-01;4.648e-01	6.371e-02;6.371e-02	0.1174;0.8826	0.2605;0.7395	s|1e1.1o1|1e2.1o2	2	3	0;0	chr2	+	27129927-27130105;27129927-27130227	27129754-27129927;27130105-27130153;27130227-27130416		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A27130416-27129754
MEIS1	ENSG00000143995.20	ENSG00000143995.20:s:66569050-66569145	-0.0000;-0.0000;-0.1046;0.1053	7.304e-21;7.304e-21;5.399e-01;5.469e-01	1.000e+00;1.000e+00;6.289e-02;6.055e-02	0.0011;0.0011;0.9506;0.0471	0.0009;0.0009;0.8335;0.1648	s|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	1;1;0;0	chr2	+	66569145-66570932;66569145-66571007;66569145-66571246;66569146-66570931	66569050-66569145;66570932-66571061;66571246-66573869	66569146-66570931	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A66573869-66569050
ZNF514	ENSG00000144026.12	ENSG00000144026.12:t:95157351-95157439	-0.0410;0.1125;0.1522;-0.2164	1.883e-01;5.272e-01;7.622e-01;8.503e-01	2.428e-01;5.627e-02;1.944e-02;7.249e-03	0.1557;0.1298;0.0319;0.6677	0.0944;0.2789;0.2052;0.4297	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	4	3	1;0;1;0	chr2	-	95157439-95165031;95157439-95159240;95157439-95158965;95157439-95158860	95157351-95157439;95158860-95159848;95165031-95165413		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A95165413-95157351
TMEM177	ENSG00000144120.13	ENSG00000144120.13:s:119679167-119679617	-0.0376;-0.0769;0.2230;-0.0594	1.449e-01;3.839e-01;9.812e-01;2.103e-01	2.940e-01;1.152e-01;2.800e-04;2.213e-01	0.1630;0.6551;0.0374;0.1375	0.1120;0.5557;0.2728;0.0662	s|1e1.1o1|2e1.1o1|2e2.1o1|3e1.1o1	4	3	0;0;0;0	chr2	+	119679225-119680832;119679276-119680832;119679276-119685658;119679617-119680832	119679167-119679617;119680832-119682118;119685658-119686507		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A119686507-119679167
RABL2A	ENSG00000144134.19	ENSG00000144134.19:s:113627229-113627400	0.0355;0.0530;-0.1061	1.121e-01;2.515e-01;5.153e-01	3.355e-01;1.865e-01;6.514e-02	0.0836;0.3058;0.6130	0.1414;0.3929;0.4690	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr2	+	113627400-113627856;113627400-113628550;113627400-113628554	113627229-113627400;113627856-113628010;113628328-113628713		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A113628713-113627229
RABL2A	ENSG00000144134.19	ENSG00000144134.19:s:113633919-113634620	0.0049;0.2648;-0.2941	6.585e-03;8.308e-01;8.878e-01	8.024e-01;5.900e-03;3.366e-03	0.0064;0.5208;0.4725	0.0230;0.8133;0.1505	s|1e1.1o2|1e1.2o2|1e2.1o2	3	3	0;0;0	chr2	+	113634232-113635028;113634232-113635051;113634232-113641353	113633919-113634620;113635028-113635513;113641353-113641480		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A113641480-113633919
RABL2A	ENSG00000144134.19	ENSG00000144134.19:t:113628328-113628713	0.1320;-0.1320;-0.0073;0.0103	6.617e-01;7.586e-01;6.193e-02;7.578e-02	3.529e-02;1.218e-02;4.498e-01;4.159e-01	0.2105;0.1606;0.1909;0.4244	0.3726;0.0014;0.1798;0.4400	t|1e1.1o1|1e2.1o2|1e2.2o2|2e1.1o1	4	3	0;1;0;0	chr2	+	113627400-113628550;113627862-113628550;113628010-113628550;113627400-113628554	113627229-113627400;113627856-113628010;113628328-113628713		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A113628713-113627229
FBLN7	ENSG00000144152.13	ENSG00000144152.13:s:112138385-112138730	-0.0463;-0.0390;0.1061;-0.0004	1.812e-01;1.337e-01;5.367e-01;9.859e-04	2.531e-01;3.074e-01;6.358e-02;7.751e-01	0.1228;0.1426;0.6948;0.0374	0.0580;0.0839;0.8222;0.0312	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;1;0;1	chr2	+	112138730-112141614;112138730-112153003;112138730-112159676;112138730-112165001	112138385-112138730;112141614-na;112151299-112153258;112159676-112159835;112165001-112165171		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A112165171-112138385
FBLN7	ENSG00000144152.13	ENSG00000144152.13:t:112159676-112159835	0.1155;-0.1156;-0.0000	5.931e-01;5.935e-01;9.288e-10	5.004e-02;5.001e-02;1.000e+00	0.7336;0.2643;0.0022	0.8707;0.1271;0.0020	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr2	+	112138730-112159676;112153258-112159676;112153259-112159675	112138385-112138730;112151299-112153258;112159676-112159835	112153259-112159675	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A112159835-112138385
FAHD2B	ENSG00000144199.12	ENSG00000144199.12:s:97091462-97091712	-0.1027;0.1027	5.185e-01;5.185e-01	6.842e-02;6.842e-02	0.9193;0.0807	0.7930;0.2070	s|1e1.1o1|1e2.1o1	2	3	0;1	chr2	-	97090325-97091462;97084277-97091462	97084169-97084277;97089756-97090325;97091462-97091712		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A97091712-97084169
FAHD2B	ENSG00000144199.12	ENSG00000144199.12:s:97094701-97094882	0.1289;-0.1396;0.0003;0.0000	5.654e-01;6.073e-01;3.534e-05;1.439e-06	4.233e-02;3.493e-02;9.850e-01;9.988e-01	0.6005;0.3938;0.0029;0.0029	0.7779;0.2036;0.0125;0.0029	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr2	-	97091988-97094701;97091712-97094701;97090325-97094701;97084277-97094701	97084169-97084277;97089756-97090325;97091462-97091712;97091863-97091988;97094701-97094882		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A97094882-97084169
FAHD2B	ENSG00000144199.12	ENSG00000144199.12:t:97091462-97091712	-0.2175;0.2175	8.799e-01;8.799e-01	5.708e-03;5.708e-03	0.4170;0.5830	0.1613;0.8387	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	97091712-97094701;97091712-97091863	97091462-97091712;97091863-97091988;97094701-97094882		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A97094882-97091462
AMMECR1L	ENSG00000144233.11	ENSG00000144233.11:s:127869454-127869544	0.1808;-0.1808	8.878e-01;8.878e-01	5.558e-03;5.558e-03	0.1654;0.8346	0.3566;0.6434	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	127867279-127869454;127866996-127869454	127866900-127866996;127867145-127867279;127869454-127869544		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A127869544-127866900
AMMECR1L	ENSG00000144233.11	ENSG00000144233.11:t:127866900-127866996	0.0068;0.0009;0.0021;-0.2542;0.2230	1.351e-02;1.062e-06;5.850e-05;9.855e-01;9.923e-01	6.370e-01;9.584e-01;8.304e-01;3.871e-04;3.331e-05	0.1139;0.0137;0.0310;0.7520;0.0896	0.1295;0.0296;0.0372;0.4923;0.3158	t|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1|1e5.1o1	5	6	0;1;1;0;0	chr2	-	127866996-127873828;127866996-127871249;127866996-127870814;127866996-127869454;127866996-127867145	127866900-127866996;127867145-127867279;127869454-127869544;127870762-127870957;127871249-127871359;127873828-127874272		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A127874272-127866900
GULP1	ENSG00000144366.16	ENSG00000144366.16:s:188587855-188587949	0.0509;0.0296;-0.1106;0.0157	5.375e-02;6.412e-02;6.017e-01;9.680e-09	3.975e-01;4.232e-01;3.011e-02;6.439e-01	0.0735;0.6604;0.2272;0.0364	0.1346;0.7013;0.1140;0.0520	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;0;0	chr2	+	188587949-188588651;188587949-188589740;188587949-188593940;188587950-188588650	188587855-188587949;188588651-188588737;188589591-188589750;188593940-188595931	188587950-188588650	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A188595931-188587855
GULP1	ENSG00000144366.16	ENSG00000144366.16:t:188593940-188595931	-0.1131;0.0914;0.0000	6.260e-01;4.186e-01;7.304e-21	3.385e-02;9.319e-02;1.000e+00	0.2054;0.7910;0.0036	0.0912;0.8942;0.0124	t|1e1.1o1|1e2.1o1|i	3	3	0;0;0	chr2	+	188587949-188593940;188589750-188593940;188589751-188593939	188587855-188587949;188589591-188589750;188593940-188595931	188589751-188593939	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A188595931-188587855
UNC80	ENSG00000144406.19	ENSG00000144406.19:s:209839222-209839436	0.1180;-0.1180	5.298e-01;5.298e-01	4.979e-02;4.979e-02	0.5096;0.4904	0.6741;0.3259	s|1e1.1o1|2e1.1o1	2	2	0;0	chr2	+	209839430-209840542;209839436-209840542	209839222-209839436;209840542-209840648		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A209840648-209839222
UNC80	ENSG00000144406.19	ENSG00000144406.19:s:209888095-209888260	0.1359;-0.1359	5.892e-01;5.892e-01	3.750e-02;3.750e-02	0.2738;0.7262	0.4618;0.5382	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	209888260-209894163;209888260-209896313	209888095-209888260;209894163-209894366;209896313-209896413		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A209896413-209888095
UNC80	ENSG00000144406.19	ENSG00000144406.19:s:209939472-209939652	0.2352;-0.2352	9.514e-01;9.514e-01	1.423e-03;1.423e-03	0.0183;0.9817	0.2731;0.7269	s|1e1.1o2|1e1.2o2	2	2	1;0	chr2	+	209939652-209940957;209939652-209941221	209939472-209939652;209940957-209941489		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A209941489-209939472
UNC80	ENSG00000144406.19	ENSG00000144406.19:t:209896313-209896413	-0.1526;0.1526	6.270e-01;6.270e-01	2.776e-02;2.776e-02	0.8324;0.1676	0.6444;0.3556	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	209888260-209896313;209894366-209896313	209888095-209888260;209894163-209894366;209896313-209896413		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A209896413-209888095
SPAG16	ENSG00000144451.19	ENSG00000144451.19:s:213297262-213297357	-0.0000;-0.1014;0.1016;-0.0000	7.051e-21;5.188e-01;5.190e-01;7.051e-21	1.000e+00;6.613e-02;6.651e-02;1.000e+00	0.0009;0.9330;0.0653;0.0009	0.0008;0.8267;0.1717;0.0008	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr2	+	213297357-213302513;213297357-213310059;213297357-213317219;213297357-213340163	213297262-213297357;213302513-213302582;213310059-213310177;213317219-213317978;213340163-213340270		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A213340270-213297262
SPAG16	ENSG00000144451.19	ENSG00000144451.19:t:213317219-213317978	0.1213;-0.1213	6.715e-01;6.715e-01	2.943e-02;2.943e-02	0.0557;0.9443	0.1813;0.8187	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	213297357-213317219;213310177-213317219	213297262-213297357;213310059-213310177;213317219-213317978		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A213317978-213297262
RHBDD1	ENSG00000144468.17	ENSG00000144468.17:s:226835936-226836199	-0.0003;0.0014;-0.1164;-0.0000;-0.0000;0.1116	1.472e-05;1.953e-04;5.408e-01;2.012e-09;2.012e-09;5.160e-01	9.885e-01;9.440e-01;5.381e-02;1.000e+00;1.000e+00;5.882e-02	0.0116;0.0080;0.3628;0.0012;0.0012;0.6200	0.0012;0.0217;0.2235;0.0012;0.0012;0.7496	s|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|2e1.1o1|i	6	5	0;0;0;0;0;1	chr2	+	226836087-226838073;226836087-226839409;226836087-226864604;226836087-226864630;226836199-226837548;226836200-226837523	226835936-226836199;226837524-226837838;226838073-226838154;226839409-226839627;226864604-226865126	226836200-226837523	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A226865126-226835936
RHBDD1	ENSG00000144468.17	ENSG00000144468.17:s:226837524-226837838	-0.1145;0.0172;0.0369;-0.0677;0.1094	5.263e-01;5.255e-02;1.777e-01;3.373e-01;5.169e-01	5.458e-02;4.650e-01;2.543e-01;1.233e-01;5.886e-02	0.2823;0.0536;0.1633;0.2515;0.2443	0.1425;0.0816;0.2320;0.1588;0.3953	s|1e1.1o1|1e2.1o1|1e3.1o2|2e2.1o1|2e3.1o2	5	4	0;0;1;0;1	chr2	+	226837770-226838073;226837770-226839409;226837770-226864604;226837838-226839409;226837838-226864604	226837524-226837838;226838073-226838154;226839409-226839627;226864604-226865126		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A226865126-226837524
RHBDD1	ENSG00000144468.17	ENSG00000144468.17:t:226864604-226865126	-0.0000;-0.0943;0.0525;0.1293;-0.0025;-0.0640;-0.0000	7.051e-21;4.607e-01;2.022e-01;6.620e-01;2.656e-04;3.013e-01;7.051e-21	1.000e+00;8.173e-02;2.308e-01;3.594e-02;8.399e-01;1.493e-01;1.000e+00	0.0008;0.2687;0.0806;0.1188;0.0371;0.4909;0.0008	0.0008;0.1605;0.1523;0.2649;0.0256;0.4039;0.0008	t|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o1|2e2.1o2	7	6	0;0;1;1;0;0;0	chr2	+	226835663-226864604;226836087-226864604;226837770-226864604;226837838-226864604;226838154-226864604;226839627-226864604;226836087-226864630	226835581-226835663;226835936-226836199;226837524-226837838;226838073-226838154;226839409-226839627;226864604-226865126		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A226865126-226835581
COPS7B	ENSG00000144524.18	ENSG00000144524.18:t:231788555-231789149	0.1506;-0.1506	8.856e-01;8.856e-01	2.060e-03;2.060e-03	0.1163;0.8837	0.2754;0.7246	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	231781883-231788555;231786538-231788555	231781671-231781883;231786383-231786538;231788555-231789149		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A231789149-231781671
TAMM41	ENSG00000144559.10	ENSG00000144559.10:s:11808675-11810059	0.0680;-0.1746;0.0654;0.0000	2.642e-01;8.367e-01;2.941e-01;4.149e-07	1.847e-01;1.065e-02;1.596e-01;9.994e-01	0.0025;0.9607;0.0344;0.0025	0.1031;0.7668;0.1208;0.0025	s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1	4	4	1;0;0;0	chr3	-	11808583-11809517;11807895-11809517;11790581-11809517;11808583-11808675	11790442-11790581;11807294-11807895;11808335-11808583;11808675-11810059		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A11810059-11790442
TAMM41	ENSG00000144559.10	ENSG00000144559.10:t:11790442-11790581	0.1276;-0.1276	6.013e-01;6.013e-01	4.237e-02;4.237e-02	0.0358;0.9642	0.1769;0.8231	t|1e1.1o2|1e2.1o1	2	3	0;0	chr3	-	11790581-11809517;11790581-11807833	11790442-11790581;11807294-11807895;11808675-11810059		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A11810059-11790442
STK11IP	ENSG00000144589.22	ENSG00000144589.22:t:219601235-219601554	-0.0233;-0.0548;0.1137;0.0000	1.045e-01;1.486e-01;5.770e-01;4.821e-09	3.571e-01;2.819e-01;5.470e-02;9.999e-01	0.8490;0.0867;0.0637;0.0016	0.8083;0.0019;0.1879;0.0019	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;0;1;0	chr2	+	219598180-219601235;219598277-219601235;219598322-219601235;219598509-219601235	219598094-219598180;219598194-219598322;219598443-219598509;219601235-219601554		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A219601554-219598094
GRIP2	ENSG00000144596.13	ENSG00000144596.13:s:14523612-14523781	-0.2597;0.2597	8.691e-01;8.691e-01	4.778e-03;4.778e-03	0.7712;0.2288	0.4662;0.5338	s|1e1.1o1|i	2	2	0;0	chr3	-	14523075-14523612;14523076-14523611	14523000-14523075;14523612-14523781	14523076-14523611	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A14523781-14523000
CNTN4	ENSG00000144619.15	ENSG00000144619.15:t:2339178-2339233	0.1144;-0.0519;-0.0420;-0.0000;-0.0011	5.537e-01;1.493e-01;2.074e-01;3.013e-09;2.120e-03	5.416e-02;2.806e-01;2.255e-01;1.000e+00;7.696e-01	0.5730;0.0913;0.2964;0.0015;0.0371	0.7174;0.0182;0.2295;0.0011;0.0332	t|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr3	+	2098978-2339178;2099649-2339178;2100639-2339178;2239068-2339178;2262430-2339178	2098813-2098978;2099274-2100164;2100558-2100639;2238829-2239068;2262346-2262430;2339178-2339233		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A2339233-2098813
RBMS3	ENSG00000144642.22	ENSG00000144642.22:s:na-29688134	0.1043;0.1213;-0.2585	5.334e-01;6.661e-01;9.944e-01	6.571e-02;3.094e-02;1.164e-04	0.0078;0.0078;0.9843	0.1408;0.1508;0.7080	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;1	chr3	+	29688134-29691279;29688134-29696098;29688134-29739720	na-29688134;29691279-na;29696098-29696219;29739720-29739922		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A29739922-29688124
